"","genus","species","habit","scheme_1","scheme_2","scheme_3_root","scheme_3_stem","scheme_4_stem","scheme_4_root"
"474","Bomarea","Bomarea involucrosa","tuber geophyte",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"475","Bomarea","Bomarea kraenzlinii","geophyte rhizome",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"476","Bomarea","Bomarea lancifolia","tuber geophyte",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"477","Bomarea","Bomarea latifolia",NA,FALSE,"non_geo","TRUE","rhizome",TRUE,"TRUE"
"478","Bomarea","Bomarea libertadensis","tuber geophyte cl.",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"479","Bomarea","Bomarea linifolia","geophyte rhizome",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"480","Bomarea","Bomarea longipes","tuber geophyte",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"481","Bomarea","Bomarea longistyla","geophyte rhizome",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"482","Bomarea","Bomarea lopezii","tuber geophyte cl.",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"483","Bomarea","Bomarea lutea","tuber geophyte",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"484","Bomarea","Bomarea macrocephala","tuber geophyte",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"485","Bomarea","Bomarea macusanii","tuber geophyte cl.",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"486","Bomarea","Bomarea moritziana","tuber geophyte",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"487","Bomarea","Bomarea multiflora","tuber geophyte",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"488","Bomarea","Bomarea multipes","tuber geophyte",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"489","Bomarea","Bomarea nematocaulon","geophyte rhizome",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"490","Bomarea","Bomarea nervosa","geophyte rhizome",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"491","Bomarea","Bomarea nubigena","geophyte rhizome",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"492","Bomarea","Bomarea obovata","tuber geophyte",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"493","Bomarea","Bomarea ovallei","geophyte rhizome",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"494","Bomarea","Bomarea ovata","tuber geophyte",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"495","Bomarea","Bomarea oxytepala","tuber geophyte",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"496","Bomarea","Bomarea pardina","geophyte rhizome",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"497","Bomarea","Bomarea parvifolia","geophyte rhizome",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"498","Bomarea","Bomarea patacocensis","tuber geophyte",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"499","Bomarea","Bomarea patinii","tuber geophyte",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"500","Bomarea","Bomarea pauciflora","tuber geophyte cl.",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"501","Bomarea","Bomarea perglabra","tuber geophyte",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"502","Bomarea","Bomarea peruviana","geophyte rhizome",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"503","Bomarea","Bomarea porrecta","geophyte rhizome",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"504","Bomarea","Bomarea pseudopurpurea","tuber geophyte cl.",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"505","Bomarea","Bomarea pudibunda","geophyte rhizome",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"506","Bomarea","Bomarea pumila","geophyte rhizome",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"507","Bomarea","Bomarea puracensis","tuber geophyte cl.",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"508","Bomarea","Bomarea purpurea","tuber geophyte cl.",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"509","Bomarea","Bomarea rinconii",NA,FALSE,"non_geo","TRUE","rhizome",TRUE,"TRUE"
"510","Bomarea","Bomarea rosea","geophyte rhizome",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"511","Bomarea","Bomarea salicifolia","geophyte rhizome",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"512","Bomarea","Bomarea salsilla","geophyte rhizome",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"513","Bomarea","Bomarea secundifolia","geophyte rhizome epiphyt",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"514","Bomarea","Bomarea setacea","tuber geophyte",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"515","Bomarea","Bomarea shuttleworthii","geophyte rhizome",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"516","Bomarea","Bomarea speciosa","geophyte rhizome",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"517","Bomarea","Bomarea spissiflora","tuber geophyte",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"518","Bomarea","Bomarea stans","geophyte rhizome",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"519","Bomarea","Bomarea suberecta","geophyte rhizome",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"520","Bomarea","Bomarea superba","geophyte rhizome",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"521","Bomarea","Bomarea tarmensis","geophyte rhizome",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"522","Bomarea","Bomarea torta","geophyte rhizome",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"523","Bomarea","Bomarea tribrachiata","tuber geophyte",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"524","Bomarea","Bomarea trichophylla","geophyte rhizome",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"525","Bomarea","Bomarea trimorphophylla","tuber geophyte",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"526","Bomarea","Bomarea truxillensis","geophyte rhizome cl.",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"527","Bomarea","Bomarea uncifolia","geophyte rhizome",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"528","Bomarea","Bomarea vargasii","tuber geophyte",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"529","Bomarea","Bomarea velascoana","tuber geophyte",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"530","Bomarea","Bomarea vitellina","geophyte rhizome",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"531","Bomarea","Bomarea weigendii","tuber geophyte cl.",TRUE,"geo","TRUE","rhizome",TRUE,"TRUE"
"532","Drymophila","Drymophila cyanocarpa","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"533","Drymophila","Drymophila moorei","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"534","Luzuriaga","Luzuriaga marginata","cham",FALSE,"non_geo","FALSE","rhizome",TRUE,"FALSE"
"535","Luzuriaga","Luzuriaga parviflora","hemicr",FALSE,"hemicrypt","FALSE","rhizome",TRUE,"FALSE"
"536","Luzuriaga","Luzuriaga polyphylla","hemicr",FALSE,"hemicrypt","FALSE","rhizome",TRUE,"FALSE"
"537","Luzuriaga","Luzuriaga radicans","hemicr",FALSE,"hemicrypt","FALSE","rhizome",TRUE,"FALSE"
"538","Amianthium","Amianthium muscitoxicum","hemicr",FALSE,"hemicrypt","FALSE","bulb",TRUE,"FALSE"
"539","Anticlea","Anticlea elegans","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"540","Anticlea","Anticlea frigida","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"541","Anticlea","Anticlea hintoniorum","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"542","Anticlea","Anticlea mogollonensis","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"543","Anticlea","Anticlea neglecta","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"544","Anticlea","Anticlea occidentalis","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"545","Anticlea","Anticlea sachalinensis","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"546","Anticlea","Anticlea sibirica","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"547","Anticlea","Anticlea virescens","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"548","Anticlea","Anticlea volcanica","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"549","Chamaelirium","Chamaelirium luteum","geophyte rhizome hemicr",TRUE,"hemicrypt","FALSE","rhizome",TRUE,"FALSE"
"550","Chionographis","Chionographis actinomorpha","hemicr",FALSE,"hemicrypt","FALSE","rhizome",TRUE,"FALSE"
"551","Chionographis","Chionographis chinensis","hemicr",FALSE,"hemicrypt","FALSE","rhizome",TRUE,"FALSE"
"552","Chionographis","Chionographis cordifolia","hemicr",FALSE,"hemicrypt","FALSE","rhizome",TRUE,"FALSE"
"553","Chionographis","Chionographis hisauchiana","hemicr",FALSE,"hemicrypt","FALSE","rhizome",TRUE,"FALSE"
"554","Chionographis","Chionographis japonica","hemicr",FALSE,"hemicrypt","FALSE","rhizome",TRUE,"FALSE"
"555","Chionographis","Chionographis koidzumiana","hemicr",FALSE,"hemicrypt","FALSE","rhizome",TRUE,"FALSE"
"556","Chionographis","Chionographis nanlingensis","hemicr",FALSE,"hemicrypt","FALSE","rhizome",TRUE,"FALSE"
"557","Chionographis","Chionographis shiwandashanensis","hemicr",FALSE,"hemicrypt","FALSE","rhizome",TRUE,"FALSE"
"558","Helonias","Helonias bullata","hemicr",FALSE,"hemicrypt","FALSE","rhizome",TRUE,"FALSE"
"559","Heloniopsis","Heloniopsis breviscapa","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"560","Heloniopsis","Heloniopsis kawanoi","geophyte rhizome hemicr",TRUE,"hemicrypt","FALSE","rhizome",TRUE,"FALSE"
"561","Heloniopsis","Heloniopsis koreana","geophyte rhizome hemicr",TRUE,"hemicrypt","FALSE","rhizome",TRUE,"FALSE"
"562","Heloniopsis","Heloniopsis leucantha","geophyte rhizome hemicr",TRUE,"hemicrypt","FALSE","rhizome",TRUE,"FALSE"
"563","Heloniopsis","Heloniopsis orientalis","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"564","Heloniopsis","Heloniopsis tubiflora","geophyte rhizome hemicr",TRUE,"hemicrypt","FALSE","rhizome",TRUE,"FALSE"
"565","Heloniopsis","Heloniopsis umbellata","geophyte rhizome hemicr",TRUE,"hemicrypt","FALSE","rhizome",TRUE,"FALSE"
"566","Paris","Paris axialis","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"567","Paris","Paris bashanensis","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"568","Paris","Paris caobangensis","hemicr",FALSE,"hemicrypt","FALSE","rhizome",TRUE,"FALSE"
"569","Paris","Paris cronquistii","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"570","Paris","Paris daliensis","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"571","Paris","Paris delavayi","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"572","Paris","Paris dulongensis","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"573","Paris","Paris dunniana","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"574","Paris","Paris fargesii","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"575","Paris","Paris forrestii","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"576","Paris","Paris guizhouensis","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"577","Paris","Paris incompleta","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"578","Paris","Paris japonica","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"579","Paris","Paris luquanensis","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"580","Paris","Paris mairei","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"581","Paris","Paris marmorata","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"582","Paris","Paris polyandra","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"583","Paris","Paris polyphylla","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"584","Paris","Paris quadrifolia","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"585","Paris","Paris rugosa","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"586","Paris","Paris stigmatosa","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"587","Paris","Paris tetraphylla","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"588","Paris","Paris thibetica","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"589","Paris","Paris undulata","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"590","Paris","Paris vaniotii","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"591","Paris","Paris verticillata","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"592","Paris","Paris vietnamensis","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"593","Pseudotrillium","Pseudotrillium rivale","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"594","Schoenocaulon","Schoenocaulon calcicola","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"595","Schoenocaulon","Schoenocaulon caricifolium","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"596","Schoenocaulon","Schoenocaulon comatum","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"597","Schoenocaulon","Schoenocaulon conzattii","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"598","Schoenocaulon","Schoenocaulon dubium","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"599","Schoenocaulon","Schoenocaulon frameae","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"600","Schoenocaulon","Schoenocaulon ghiesbreghtii","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"601","Schoenocaulon","Schoenocaulon ignigenum","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"602","Schoenocaulon","Schoenocaulon intermedium","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"603","Schoenocaulon","Schoenocaulon jaliscense","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"604","Schoenocaulon","Schoenocaulon macrocarpum","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"605","Schoenocaulon","Schoenocaulon madidorum","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"606","Schoenocaulon","Schoenocaulon megarrhizum","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"607","Schoenocaulon","Schoenocaulon mortonii","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"608","Schoenocaulon","Schoenocaulon oaxacense","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"609","Schoenocaulon","Schoenocaulon obtusum","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"610","Schoenocaulon","Schoenocaulon officinale","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"611","Schoenocaulon","Schoenocaulon pellucidum","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"612","Schoenocaulon","Schoenocaulon plumosum","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"613","Schoenocaulon","Schoenocaulon pringlei","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"614","Schoenocaulon","Schoenocaulon rzedowskii","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"615","Schoenocaulon","Schoenocaulon tenorioi","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"616","Schoenocaulon","Schoenocaulon tenue","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"617","Schoenocaulon","Schoenocaulon tenuifolium","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"618","Schoenocaulon","Schoenocaulon texanum","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"619","Schoenocaulon","Schoenocaulon tigrense","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"620","Stenanthium","Stenanthium densum","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"621","Stenanthium","Stenanthium diffusum","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"622","Stenanthium","Stenanthium gramineum","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"623","Toxicoscordion","Toxicoscordion brevibracteatum","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"624","Toxicoscordion","Toxicoscordion exaltatum","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"625","Toxicoscordion","Toxicoscordion fontanum","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"626","Toxicoscordion","Toxicoscordion fremontii","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"627","Toxicoscordion","Toxicoscordion micranthum","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"628","Toxicoscordion","Toxicoscordion nuttallii","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"629","Toxicoscordion","Toxicoscordion paniculatum","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"630","Toxicoscordion","Toxicoscordion venenosum","geophyte bulb",TRUE,"geo","FALSE","bulb",TRUE,"FALSE"
"631","Trillium","Trillium albidum","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"632","Trillium","Trillium angustipetalum","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"633","Trillium","Trillium apetalon","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"634","Trillium","Trillium camschatcense","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"635","Trillium","Trillium catesbaei","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"636","Trillium","Trillium cernuum","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"637","Trillium","Trillium channellii","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"638","Trillium","Trillium chloropetalum","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"639","Trillium","Trillium cuneatum","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"640","Trillium","Trillium decipiens","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"641","Trillium","Trillium decumbens","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"642","Trillium","Trillium discolor","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"643","Trillium","Trillium erectum","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"644","Trillium","Trillium flexipes","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"645","Trillium","Trillium foetidissimum","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"646","Trillium","Trillium govanianum","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"647","Trillium","Trillium gracile","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"648","Trillium","Trillium grandiflorum","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"649","Trillium","Trillium kurabayashii","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"650","Trillium","Trillium lancifolium","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"651","Trillium","Trillium ludovicianum","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"652","Trillium","Trillium luteum","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"653","Trillium","Trillium maculatum","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"654","Trillium","Trillium nivale","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"655","Trillium","Trillium oostingii","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"656","Trillium","Trillium ovatum","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"657","Trillium","Trillium ovatum","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"658","Trillium","Trillium persistens","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"659","Trillium","Trillium petiolatum","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"660","Trillium","Trillium pusillum","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"661","Trillium","Trillium recurvatum","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"662","Trillium","Trillium reliquum","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"663","Trillium","Trillium rugelii","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"664","Trillium","Trillium sessile","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"665","Trillium","Trillium simile","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"666","Trillium","Trillium smallii","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"667","Trillium","Trillium stamineum","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"668","Trillium","Trillium sulcatum","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"669","Trillium","Trillium taiwanense","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"670","Trillium","Trillium tschonoskii","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"671","Trillium","Trillium underwoodii","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"672","Trillium","Trillium undulatum","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"673","Trillium","Trillium vaseyi","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"674","Trillium","Trillium viride","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"675","Trillium","Trillium viridescens","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"676","Veratrum","Veratrum albiflorum","geophyte rhizome hemicr",TRUE,"hemicrypt","FALSE","rhizome",TRUE,"FALSE"
"677","Veratrum","Veratrum album","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"678","Veratrum","Veratrum anticleoides","hemicr",NA,NA,NA,NA,NA,NA
"679","Veratrum","Veratrum californicum","geophyte rhizome hemicr",TRUE,"hemicrypt","FALSE","rhizome",TRUE,"FALSE"
"680","Veratrum","Veratrum dahuricum","geophyte rhizome hemicr",TRUE,"hemicrypt","FALSE","rhizome",TRUE,"FALSE"
"681","Veratrum","Veratrum dolichopetalum","geophyte rhizome hemicr",TRUE,"hemicrypt","FALSE","rhizome",TRUE,"FALSE"
"682","Veratrum","Veratrum fimbriatum","geophyte rhizome hemicr",TRUE,"hemicrypt","FALSE","rhizome",TRUE,"FALSE"
"683","Veratrum","Veratrum formosanum","geophyte rhizome hemicr",TRUE,"hemicrypt","FALSE","rhizome",TRUE,"FALSE"
"684","Veratrum","Veratrum grandiflorum","geophyte rhizome hemicr",TRUE,"hemicrypt","FALSE","rhizome",TRUE,"FALSE"
"685","Veratrum","Veratrum hybridum","geophyte rhizome hemicr",TRUE,"hemicrypt","FALSE","rhizome",TRUE,"FALSE"
"686","Veratrum","Veratrum insolitum","geophyte rhizome hemicr",TRUE,"hemicrypt","FALSE","rhizome",TRUE,"FALSE"
"687","Veratrum","Veratrum lobelianum","geophyte rhizome hemicr",TRUE,"hemicrypt","FALSE","rhizome",TRUE,"FALSE"
"688","Veratrum","Veratrum longebracteatum","geophyte rhizome hemicr",TRUE,"hemicrypt","FALSE","rhizome",TRUE,"FALSE"
"689","Veratrum","Veratrum maackii","geophyte rhizome hemicr",TRUE,"hemicrypt","FALSE","rhizome",TRUE,"FALSE"
"690","Veratrum","Veratrum maximum","hemicr",NA,NA,NA,NA,NA,NA
"691","Veratrum","Veratrum mengtzeanum","geophyte rhizome hemicr",TRUE,"hemicrypt","FALSE","rhizome",TRUE,"FALSE"
"692","Veratrum","Veratrum micranthum","geophyte rhizome hemicr",TRUE,"hemicrypt","FALSE","rhizome",TRUE,"FALSE"
"693","Veratrum","Veratrum nigrum","geophyte rhizome",TRUE,"geo","FALSE","rhizome",TRUE,"FALSE"
"694","Veratrum","Veratrum oblongum","geophyte rhizome hemicr",TRUE,"hemicrypt","FALSE","rhizome",TRUE,"FALSE"
"695","Veratrum","Veratrum oxysepalum","geophyte rhizome hemicr",TRUE,"hemicrypt","FALSE","rhizome",TRUE,"FALSE"
"696","Veratrum","Veratrum parviflorum","geophyte rhizome hemicr",TRUE,"hemicrypt","FALSE","rhizome",TRUE,"FALSE"
"697","Veratrum","Veratrum schindleri","geophyte rhizome hemicr",TRUE,"hemicrypt","FALSE","rhizome",TRUE,"FALSE"
"698","Veratrum","Veratrum shanense","geophyte rhizome hemicr",TRUE,"hemicrypt","FALSE","rhizome",TRUE,"FALSE"
"699","Veratrum","Veratrum stamineum","geophyte rhizome hemicr",TRUE,"hemicrypt","FALSE","rhizome",TRUE,"FALSE"
"700","Veratrum","Veratrum taliense","geophyte rhizome hemicr",TRUE,"hemicrypt","FALSE","rhizome",TRUE,"FALSE"
"701","Veratrum","Veratrum versicolor","geophyte rhizome hemicr",TRUE,"hemicrypt","FALSE","rhizome",TRUE,"FALSE"
"702","Veratrum","Veratrum virginicum","geophyte rhizome hemicr",TRUE,"hemicrypt","FALSE","rhizome",TRUE,"FALSE"
"703","Veratrum","Veratrum viride","geophyte rhizome hemicr",TRUE,"hemicrypt","FALSE","rhizome",TRUE,"FALSE"
"704","Veratrum","Veratrum woodii","geophyte rhizome hemicr",TRUE,"hemicrypt","FALSE","rhizome",TRUE,"FALSE"
