genus,species,habit,scheme_3_root,scheme_3_stem
Fritillaria,Fritillaria striata,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria stribrnyi,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria taipaiensis,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria thunbergii,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria tortifolia,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria tubaeformis,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria unibracteata,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria usuriensis,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria uva-vulpis,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria verticillata,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria viridea,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria viridiflora,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria walujewii,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria whittallii,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria yuminensis,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria yuzhongensis,geophyte bulb,normal_rt,bulb
Gagea,Gagea afghanica,geophyte bulb,normal_rt,bulb
Gagea,Gagea aipetriensis,geophyte bulb,normal_rt,bulb
Gagea,Gagea alashanica,geophyte bulb,normal_rt,bulb
Gagea,Gagea alberti,geophyte bulb,normal_rt,bulb
Gagea,Gagea alexeenkoana,geophyte bulb,normal_rt,bulb
Gagea,Gagea alexejana,geophyte bulb,normal_rt,bulb
Gagea,Gagea alexii,geophyte bulb,normal_rt,bulb
Gagea,Gagea algeriensis,geophyte bulb,normal_rt,bulb
Gagea,Gagea alii,geophyte bulb,normal_rt,bulb
Gagea,Gagea altaica,geophyte bulb,normal_rt,bulb
Gagea,Gagea amblyopetala,geophyte bulb,normal_rt,bulb
Gagea,Gagea ancestralis,geophyte bulb,normal_rt,bulb
Gagea,Gagea angelae,geophyte bulb,normal_rt,bulb
Gagea,Gagea angrenica,geophyte bulb,normal_rt,bulb
Gagea,Gagea anisopoda,geophyte bulb,normal_rt,bulb
Gagea,Gagea antakiensis,geophyte bulb,normal_rt,bulb
Gagea,Gagea apulica,geophyte bulb,normal_rt,bulb
Gagea,Gagea artemczukii,geophyte bulb,normal_rt,bulb
Gagea,Gagea azutavica,geophyte bulb,normal_rt,bulb
Gagea,Gagea baluchistanica,geophyte bulb,normal_rt,bulb
Gagea,Gagea baschkyzylsaica,geophyte bulb,normal_rt,bulb
Gagea,Gagea bashoensis,geophyte bulb,normal_rt,bulb
Gagea,Gagea bergii,geophyte bulb,normal_rt,bulb
Gagea,Gagea bezengiensis,geophyte bulb,normal_rt,bulb
Gagea,Gagea bithynica,geophyte bulb,normal_rt,bulb
Gagea,Gagea bohemica,geophyte bulb,normal_rt,bulb
Gagea,Gagea bornmuelleriana,geophyte bulb,normal_rt,bulb
Gagea,Gagea bowes-lyonii,geophyte bulb,normal_rt,bulb
Gagea,Gagea brevistolonifera,geophyte bulb,normal_rt,bulb
Gagea,Gagea bulbifera,geophyte bulb,normal_rt,bulb
Gagea,Gagea caelestis,geophyte bulb,normal_rt,bulb
Gagea,Gagea calantha,geophyte bulb,normal_rt,bulb
Gagea,Gagea calcicola,geophyte bulb,normal_rt,bulb
Gagea,Gagea calyptrifolia,geophyte bulb,normal_rt,bulb
Gagea,Gagea capillifolia,geophyte bulb,normal_rt,bulb
Gagea,Gagea capusii,geophyte bulb,normal_rt,bulb
Gagea,Gagea caroli-kochii,geophyte bulb,normal_rt,bulb
Gagea,Gagea chabertii,geophyte bulb,normal_rt,bulb
Gagea,Gagea chanae,geophyte bulb,normal_rt,bulb
Gagea,Gagea charadzeae,geophyte bulb,normal_rt,bulb
Gagea,Gagea chinensis,geophyte bulb,normal_rt,bulb
Gagea,Gagea chitralensis,geophyte bulb,normal_rt,bulb
Gagea,Gagea chlorantha,geophyte bulb,normal_rt,bulb
Gagea,Gagea chloroneura,geophyte bulb,normal_rt,bulb
Gagea,Gagea chomutovae,geophyte bulb,normal_rt,bulb
Gagea,Gagea chrysantha,geophyte bulb,normal_rt,bulb
Gagea,Gagea circumplexa,geophyte bulb,normal_rt,bulb
Gagea,Gagea commutata,geophyte bulb,normal_rt,bulb
Gagea,Gagea confusa,geophyte bulb,normal_rt,bulb
Gagea,Gagea cuneata,geophyte bulb,normal_rt,bulb
Gagea,Gagea czatkalica,geophyte bulb,normal_rt,bulb
Gagea,Gagea daghestanica,geophyte bulb,normal_rt,bulb
Gagea,Gagea daqingshanensis,geophyte bulb,normal_rt,bulb
Gagea,Gagea davlianidzeae,geophyte bulb,normal_rt,bulb
Gagea,Gagea dayana,geophyte bulb,normal_rt,bulb
Gagea,Gagea delicatula,geophyte bulb,normal_rt,bulb
Gagea,Gagea deserticola,geophyte bulb,normal_rt,bulb
Gagea,Gagea divaricata,geophyte bulb,normal_rt,bulb
Gagea,Gagea drummondii,geophyte bulb,normal_rt,bulb
Gagea,Gagea dschungarica,geophyte bulb,normal_rt,bulb
Gagea,Gagea dubia,geophyte bulb,normal_rt,bulb
Gagea,Gagea durieui,geophyte bulb,normal_rt,bulb
Gagea,Gagea eleonorae,geophyte bulb,normal_rt,bulb
Gagea,Gagea exilis,geophyte bulb,normal_rt,bulb
Gagea,Gagea fedtschenkoana,geophyte bulb,normal_rt,bulb
Gagea,Gagea ferganica,geophyte bulb,normal_rt,bulb
Gagea,Gagea fibrosa,geophyte bulb,normal_rt,bulb
Gagea,Gagea filiformis,geophyte bulb,normal_rt,bulb
Gagea,Gagea flavonutans,geophyte bulb,normal_rt,bulb
Gagea,Gagea foliosa,geophyte bulb,normal_rt,bulb
Gagea,Gagea fragifera,geophyte bulb,normal_rt,bulb
Gagea,Gagea gageoides,geophyte bulb,normal_rt,bulb
Gagea,Gagea germainae,geophyte bulb,normal_rt,bulb
Gagea,Gagea glacialis,geophyte bulb,normal_rt,bulb
Gagea,Gagea glaucescens,geophyte bulb,normal_rt,bulb
Gagea,Gagea goljakovii,geophyte bulb,normal_rt,bulb
Gagea,Gagea gracillima,geophyte bulb,normal_rt,bulb
Gagea,Gagea graeca,geophyte bulb,normal_rt,bulb
Gagea,Gagea graminifolia,geophyte bulb,normal_rt,bulb
Gagea,Gagea granatellii,geophyte bulb,normal_rt,bulb
Gagea,Gagea granulosa,geophyte bulb,normal_rt,bulb
Gagea,Gagea gymnopoda,geophyte bulb,normal_rt,bulb
Gagea,Gagea gypsacea,geophyte bulb,normal_rt,bulb
Gagea,Gagea helenae,geophyte bulb,normal_rt,bulb
Gagea,Gagea hiensis,geophyte bulb,normal_rt,bulb
Gagea,Gagea hissarica,geophyte bulb,normal_rt,bulb
Gagea,Gagea humicola,geophyte bulb,normal_rt,bulb
Gagea,Gagea huochengensis,geophyte bulb,normal_rt,bulb
Gagea,Gagea ignota,geophyte bulb,normal_rt,bulb
Gagea,Gagea incrustata,geophyte bulb,normal_rt,bulb
Gagea,Gagea intercedens,geophyte bulb,normal_rt,bulb
Gagea,Gagea iranica,geophyte bulb,normal_rt,bulb
Gagea,Gagea jaeschkei,geophyte bulb,normal_rt,bulb
Gagea,Gagea japonica,geophyte bulb,normal_rt,bulb
Gagea,Gagea jensii,geophyte bulb,normal_rt,bulb
Gagea,Gagea jispensis,geophyte bulb,normal_rt,bulb
Gagea,Gagea joannis,geophyte bulb,normal_rt,bulb
Gagea,Gagea juliae,geophyte bulb,normal_rt,bulb
Gagea,Gagea kamelinii,geophyte bulb,normal_rt,bulb
Gagea,Gagea kneissea,geophyte bulb,normal_rt,bulb
Gagea,Gagea kopetdagensis,geophyte bulb,normal_rt,bulb
Gagea,Gagea kunawurensis,geophyte bulb,normal_rt,bulb
Gagea,Gagea kuraiensis,geophyte bulb,normal_rt,bulb
Gagea,Gagea kuraminica,geophyte bulb,normal_rt,bulb
Gagea,Gagea lacaitae,geophyte bulb,normal_rt,bulb
Gagea,Gagea leosii,geophyte bulb,normal_rt,bulb
Gagea,Gagea libanotica,geophyte bulb,normal_rt,bulb
Gagea,Gagea lojaconoi,geophyte bulb,normal_rt,bulb
Gagea,Gagea longiscapa,geophyte bulb,normal_rt,bulb
Gagea,Gagea ludmilae,geophyte bulb,normal_rt,bulb
Gagea,Gagea lusitanica,geophyte bulb,normal_rt,bulb
Gagea,Gagea lutea,geophyte bulb,normal_rt,bulb
Gagea,Gagea luteoides,geophyte bulb,normal_rt,bulb
Gagea,Gagea maeotica,geophyte bulb,normal_rt,bulb
Gagea,Gagea marchica,geophyte bulb,normal_rt,bulb
Gagea,Gagea mauritanica,geophyte bulb,normal_rt,bulb
Gagea,Gagea menitskyi,geophyte bulb,normal_rt,bulb
Gagea,Gagea mergalahensis,geophyte bulb,normal_rt,bulb
Gagea,Gagea michaelis,geophyte bulb,normal_rt,bulb
Gagea,Gagea micrantha,geophyte bulb,normal_rt,bulb
Gagea,Gagea minima,geophyte bulb,normal_rt,bulb
Gagea,Gagea minutiflora,geophyte bulb,normal_rt,bulb
Gagea,Gagea minutissima,geophyte bulb,normal_rt,bulb
Gagea,Gagea moniliformis,geophyte bulb,normal_rt,bulb
Gagea,Gagea multipedunculifera,geophyte bulb,normal_rt,bulb
Gagea,Gagea nabievii,geophyte bulb,normal_rt,bulb
Gagea,Gagea nakaiana,geophyte bulb,normal_rt,bulb
Gagea,Gagea neopopovii,geophyte bulb,normal_rt,bulb
Gagea,Gagea nevadensis,geophyte bulb,normal_rt,bulb
Gagea,Gagea noltiei,geophyte bulb,normal_rt,bulb
Gagea,Gagea novoascanica,geophyte bulb,normal_rt,bulb
Gagea,Gagea olgae,geophyte bulb,normal_rt,bulb
Gagea,Gagea omalensis,geophyte bulb,normal_rt,bulb
Gagea,Gagea paedophila,geophyte bulb,normal_rt,bulb
Gagea,Gagea pakistanica,geophyte bulb,normal_rt,bulb
Gagea,Gagea paniculata,geophyte bulb,normal_rt,bulb
Gagea,Gagea pauciflora,geophyte bulb,normal_rt,bulb
Gagea,Gagea pedata,geophyte bulb,normal_rt,bulb
Gagea,Gagea peduncularis,geophyte bulb,normal_rt,bulb
Gagea,Gagea peruzzii,geophyte bulb,normal_rt,bulb
Gagea,Gagea podolica,geophyte bulb,normal_rt,bulb
Gagea,Gagea polymorpha,geophyte bulb,normal_rt,bulb
Gagea,Gagea popovii,geophyte bulb,normal_rt,bulb
Gagea,Gagea praemixta,geophyte bulb,normal_rt,bulb
Gagea,Gagea pratensis,geophyte bulb,normal_rt,bulb
Gagea,Gagea pseudominutiflora,geophyte bulb,normal_rt,bulb
Gagea,Gagea pseudopeduncularis,geophyte bulb,normal_rt,bulb
Gagea,Gagea punjabica,geophyte bulb,normal_rt,bulb
Gagea,Gagea pusilla,geophyte bulb,normal_rt,bulb
Gagea,Gagea quasitenuifolia,geophyte bulb,normal_rt,bulb
Gagea,Gagea quettica,geophyte bulb,normal_rt,bulb
Gagea,Gagea ramulosa,geophyte bulb,normal_rt,bulb
Gagea,Gagea rawalpindica,geophyte bulb,normal_rt,bulb
Gagea,Gagea reinhardii,geophyte bulb,normal_rt,bulb
Gagea,Gagea reticulata,geophyte bulb,normal_rt,bulb
Gagea,Gagea reverchonii,geophyte bulb,normal_rt,bulb
Gagea,Gagea rigida,geophyte bulb,normal_rt,bulb
Gagea,Gagea robusta,geophyte bulb,normal_rt,bulb
Gagea,Gagea rubicunda,geophyte bulb,normal_rt,bulb
Gagea,Gagea rubinae,geophyte bulb,normal_rt,bulb
Gagea,Gagea rufidula,geophyte bulb,normal_rt,bulb
Gagea,Gagea rupicola,geophyte bulb,normal_rt,bulb
Gagea,Gagea sarmentosa,geophyte bulb,normal_rt,bulb
Gagea,Gagea sarysuensis,geophyte bulb,normal_rt,bulb
Gagea,Gagea schachimardanica,geophyte bulb,normal_rt,bulb
Gagea,Gagea schugnanica,geophyte bulb,normal_rt,bulb
Gagea,Gagea scythica,geophyte bulb,normal_rt,bulb
Gagea,Gagea serotina,geophyte bulb,normal_rt,bulb
Gagea,Gagea setifolia,geophyte bulb,normal_rt,bulb
Gagea,Gagea shmakoviana,geophyte bulb,normal_rt,bulb
Gagea,Gagea sicula,geophyte bulb,normal_rt,bulb
Gagea,Gagea siphonantha,geophyte bulb,normal_rt,bulb
Gagea,Gagea sivasica,geophyte bulb,normal_rt,bulb
Gagea,Gagea soleirolii,geophyte bulb,normal_rt,bulb
Gagea,Gagea spathacea,geophyte bulb,normal_rt,bulb
Gagea,Gagea spumosa,geophyte bulb,normal_rt,bulb
Gagea,Gagea staintonii,geophyte bulb,normal_rt,bulb
Gagea,Gagea stepposa,geophyte bulb,normal_rt,bulb
Gagea,Gagea subtilis,geophyte bulb,normal_rt,bulb
Gagea,Gagea sulfurea,geophyte bulb,normal_rt,bulb
Gagea,Gagea tadshikistanica,geophyte bulb,normal_rt,bulb
Gagea,Gagea takhtajanii,geophyte bulb,normal_rt,bulb
Gagea,Gagea talassica,geophyte bulb,normal_rt,bulb
Gagea,Gagea taschkentica,geophyte bulb,normal_rt,bulb
Gagea,Gagea taurica,geophyte bulb,normal_rt,bulb
Gagea,Gagea tenera,geophyte bulb,normal_rt,bulb
Gagea,Gagea tenuissima,geophyte bulb,normal_rt,bulb
Gagea,Gagea tesquicola,geophyte bulb,normal_rt,bulb
Gagea,Gagea tisoniana,geophyte bulb,normal_rt,bulb
Gagea,Gagea toktogulii,geophyte bulb,normal_rt,bulb
Gagea,Gagea toppinii,geophyte bulb,normal_rt,bulb
Gagea,Gagea transversalis,geophyte bulb,normal_rt,bulb
Gagea,Gagea triflora,geophyte bulb,normal_rt,bulb
Gagea,Gagea trinervia,geophyte bulb,normal_rt,bulb
Gagea,Gagea turanica,geophyte bulb,normal_rt,bulb
Gagea,Gagea ucrainica,geophyte bulb,normal_rt,bulb
Gagea,Gagea ugamica,geophyte bulb,normal_rt,bulb
Gagea,Gagea ulazsaica,geophyte bulb,normal_rt,bulb
Gagea,Gagea uliginosa,geophyte bulb,normal_rt,bulb
Gagea,Gagea utriculosa,geophyte bulb,normal_rt,bulb
Gagea,Gagea vaginata,geophyte bulb,normal_rt,bulb
Gagea,Gagea vanensis,geophyte bulb,normal_rt,bulb
Gagea,Gagea vegeta,geophyte bulb,normal_rt,bulb
Gagea,Gagea villosa,geophyte bulb,normal_rt,bulb
Gagea,Gagea villosula,geophyte bulb,normal_rt,bulb
Gagea,Gagea vvedenskyi,geophyte bulb,normal_rt,bulb
Gagea,Gagea wallichii,geophyte bulb,normal_rt,bulb
Gagea,Gagea wendelboi,geophyte bulb,normal_rt,bulb
Gagea,Gagea xiphoidea,geophyte bulb,normal_rt,bulb
Lilium,Lilium akkusianum,geophyte bulb,normal_rt,bulb
Lilium,Lilium albanicum,geophyte bulb,normal_rt,bulb
Lilium,Lilium amabile,geophyte bulb,normal_rt,bulb
Lilium,Lilium amoenum,geophyte bulb,normal_rt,bulb
Lilium,Lilium anhuiense,geophyte bulb,normal_rt,bulb
Lilium,Lilium apertum,geophyte bulb,normal_rt,bulb
Lilium,Lilium arboricola,geophyte bulb,normal_rt,bulb
Lilium,Lilium armenum,geophyte bulb,normal_rt,bulb
Lilium,Lilium auratum,geophyte bulb,normal_rt,bulb
Lilium,Lilium bakerianum,geophyte bulb,normal_rt,bulb
Lilium,Lilium basilissum,geophyte bulb,normal_rt,bulb
Lilium,Lilium bolanderi,geophyte bulb,normal_rt,bulb
Lilium,Lilium bosniacum,geophyte bulb,normal_rt,bulb
Lilium,Lilium brevistylum,geophyte bulb,normal_rt,bulb
Lilium,Lilium brownii,geophyte bulb,normal_rt,bulb
Lilium,Lilium bulbiferum,geophyte bulb,normal_rt,bulb
Lilium,Lilium callosum,geophyte bulb,normal_rt,bulb
Lilium,Lilium canadense,geophyte bulb,normal_rt,bulb
Lilium,Lilium candidum,geophyte bulb,normal_rt,bulb
Lilium,Lilium carniolicum,geophyte bulb,normal_rt,bulb
Lilium,Lilium catesbaei,geophyte bulb,normal_rt,bulb
Lilium,Lilium cernuum,geophyte bulb,normal_rt,bulb
Lilium,Lilium chalcedonicum,geophyte bulb,normal_rt,bulb
Lilium,Lilium ciliatum,geophyte bulb,normal_rt,bulb
Lilium,Lilium columbianum,geophyte bulb,normal_rt,bulb
Lilium,Lilium concolor,geophyte bulb,normal_rt,bulb
Lilium,Lilium davidii,geophyte bulb,normal_rt,bulb
Lilium,Lilium debile,geophyte bulb,normal_rt,bulb
Lilium,Lilium distichum,geophyte bulb,normal_rt,bulb
Lilium,Lilium duchartrei,geophyte bulb,normal_rt,bulb
Lilium,Lilium eupetes,geophyte bulb,normal_rt,bulb
Lilium,Lilium fargesii,geophyte bulb,normal_rt,bulb
Lilium,Lilium floridum,geophyte bulb,normal_rt,bulb
Lilium,Lilium formosanum,geophyte bulb,normal_rt,bulb
Lilium,Lilium georgei,geophyte bulb,normal_rt,bulb
Lilium,Lilium gongshanense,geophyte bulb,normal_rt,bulb
Lilium,Lilium grayi,geophyte bulb,normal_rt,bulb
Lilium,Lilium hansonii,geophyte bulb,normal_rt,bulb
Lilium,Lilium henrici,geophyte bulb,normal_rt,bulb
Lilium,Lilium henryi,geophyte bulb,normal_rt,bulb
Lilium,Lilium humboldtii,geophyte bulb,normal_rt,bulb
Lilium,Lilium iridollae,geophyte bulb,normal_rt,bulb
Lilium,Lilium jankae,geophyte bulb,normal_rt,bulb
Lilium,Lilium japonicum,geophyte bulb,normal_rt,bulb
Lilium,Lilium kelleyanum,geophyte bulb,normal_rt,bulb
Lilium,Lilium kelloggii,geophyte bulb,normal_rt,bulb
Lilium,Lilium kesselringianum,geophyte bulb,normal_rt,bulb
Lilium,Lilium lancifolium,geophyte bulb,normal_rt,bulb
Lilium,Lilium lankongense,geophyte bulb,normal_rt,bulb
Lilium,Lilium ledebourii,geophyte bulb,normal_rt,bulb
Lilium,Lilium leichtlinii,geophyte bulb,normal_rt,bulb
Lilium,Lilium leucanthum,geophyte bulb,normal_rt,bulb
Lilium,Lilium lijiangense,geophyte bulb,normal_rt,bulb
Lilium,Lilium longiflorum,geophyte bulb,normal_rt,bulb
Lilium,Lilium lophophorum,geophyte bulb,normal_rt,bulb
Lilium,Lilium mackliniae,geophyte bulb,normal_rt,bulb
Lilium,Lilium maculatum,geophyte bulb,normal_rt,bulb
Lilium,Lilium maritimum,geophyte bulb,normal_rt,bulb
Lilium,Lilium martagon,geophyte bulb,normal_rt,bulb
Lilium,Lilium matangense,geophyte bulb,normal_rt,bulb
Lilium,Lilium medeoloides,geophyte bulb,normal_rt,bulb
Lilium,Lilium medogense,geophyte bulb,normal_rt,bulb
Lilium,Lilium meleagrinum,geophyte bulb,normal_rt,bulb
Lilium,Lilium michauxii,geophyte bulb,normal_rt,bulb
Lilium,Lilium michiganense,geophyte bulb,normal_rt,bulb
Lilium,Lilium monadelphum,geophyte bulb,normal_rt,bulb
Lilium,Lilium nanum,geophyte bulb,normal_rt,bulb
Lilium,Lilium nepalense,geophyte bulb,normal_rt,bulb
Lilium,Lilium nobilissimum,geophyte bulb,normal_rt,bulb
Lilium,Lilium occidentale,geophyte bulb,normal_rt,bulb
Lilium,Lilium oxypetalum,geophyte bulb,normal_rt,bulb
Lilium,Lilium papilliferum,geophyte bulb,normal_rt,bulb
Lilium,Lilium paradoxum,geophyte bulb,normal_rt,bulb
Lilium,Lilium pardalinum,geophyte bulb,normal_rt,bulb
Lilium,Lilium pardanthinum,geophyte bulb,normal_rt,bulb
Lilium,Lilium parryi,geophyte bulb,normal_rt,bulb
Lilium,Lilium parvum,geophyte bulb,normal_rt,bulb
Lilium,Lilium pensylvanicum,geophyte bulb,normal_rt,bulb
Lilium,Lilium philadelphicum,geophyte bulb,normal_rt,bulb
Lilium,Lilium philippinense,geophyte bulb,normal_rt,bulb
Lilium,Lilium pinifolium,geophyte bulb,normal_rt,bulb
Lilium,Lilium poilanei,geophyte bulb,normal_rt,bulb
Lilium,Lilium polyphyllum,geophyte bulb,normal_rt,bulb
Lilium,Lilium pomponium,geophyte bulb,normal_rt,bulb
Lilium,Lilium ponticum,geophyte bulb,normal_rt,bulb
Lilium,Lilium primulinum,geophyte bulb,normal_rt,bulb
Lilium,Lilium procumbens,geophyte bulb,normal_rt,bulb
Lilium,Lilium puerense,geophyte bulb,normal_rt,bulb
Lilium,Lilium pumilum,geophyte bulb,normal_rt,bulb
Lilium,Lilium pyi,geophyte bulb,normal_rt,bulb
Lilium,Lilium pyrenaicum,geophyte bulb,normal_rt,bulb
Lilium,Lilium pyrophilum,geophyte bulb,normal_rt,bulb
Lilium,Lilium regale,geophyte bulb,normal_rt,bulb
Lilium,Lilium rhodopeum,geophyte bulb,normal_rt,bulb
Lilium,Lilium rockii,geophyte bulb,normal_rt,bulb
Lilium,Lilium rosthornii,geophyte bulb,normal_rt,bulb
Lilium,Lilium rubellum,geophyte bulb,normal_rt,bulb
Lilium,Lilium rubescens,geophyte bulb,normal_rt,bulb
Lilium,Lilium saluenense,geophyte bulb,normal_rt,bulb
Lilium,Lilium sargentiae,geophyte bulb,normal_rt,bulb
Lilium,Lilium sempervivoideum,geophyte bulb,normal_rt,bulb
Lilium,Lilium sherriffiae,geophyte bulb,normal_rt,bulb
Lilium,Lilium souliei,geophyte bulb,normal_rt,bulb
Lilium,Lilium speciosum,geophyte bulb,normal_rt,bulb
Lilium,Lilium stewartianum,geophyte bulb,normal_rt,bulb
Lilium,Lilium sulphureum,geophyte bulb,normal_rt,bulb
Lilium,Lilium superbum,geophyte bulb,normal_rt,bulb
Lilium,Lilium synapticum,geophyte bulb,normal_rt,bulb
Lilium,Lilium szovitsianum,geophyte bulb,normal_rt,bulb
Lilium,Lilium taliense,geophyte bulb,normal_rt,bulb
Lilium,Lilium tianschanicum,geophyte bulb,normal_rt,bulb
Lilium,Lilium tsingtauense,geophyte bulb,normal_rt,bulb
Lilium,Lilium ukeyuri,geophyte bulb,normal_rt,bulb
Lilium,Lilium wallichianum,geophyte bulb,normal_rt,bulb
Lilium,Lilium wardii,geophyte bulb,normal_rt,bulb
Lilium,Lilium washingtonianum,geophyte bulb,normal_rt,bulb
Lilium,Lilium yapingense,geophyte bulb,normal_rt,bulb
Medeola,Medeola virginiana,geophyte rhizome,normal_rt,rhizome
Notholirion,Notholirion bulbuliferum,geophyte bulb,normal_rt,bulb
Notholirion,Notholirion koeiei,geophyte bulb,normal_rt,bulb
Notholirion,Notholirion macrophyllum,geophyte bulb,normal_rt,bulb
Notholirion,Notholirion thomsonianum,geophyte bulb,normal_rt,bulb
Prosartes,Prosartes hookeri,geophyte rhizome,normal_rt,rhizome
Prosartes,Prosartes lanuginosa,geophyte rhizome,normal_rt,rhizome
Prosartes,Prosartes maculata,geophyte rhizome,normal_rt,rhizome
Prosartes,Prosartes parvifolia,geophyte rhizome,normal_rt,rhizome
Prosartes,Prosartes smithii,geophyte rhizome,normal_rt,rhizome
Prosartes,Prosartes trachycarpa,geophyte rhizome,normal_rt,rhizome
Scoliopus,Scoliopus bigelovii,geophyte rhizome,normal_rt,rhizome
Scoliopus,Scoliopus hallii,geophyte rhizome,normal_rt,rhizome
Streptopus,Streptopus amplexifolius,geophyte rhizome,normal_rt,rhizome
Streptopus,Streptopus chatterjeeanus,geophyte rhizome,normal_rt,rhizome
Streptopus,Streptopus koreanus,geophyte rhizome,normal_rt,rhizome
Streptopus,Streptopus lanceolatus,geophyte rhizome,normal_rt,rhizome
Streptopus,Streptopus obtusatus,geophyte rhizome,normal_rt,rhizome
Streptopus,Streptopus ovalis,geophyte rhizome,normal_rt,rhizome
Streptopus,Streptopus parasimplex,geophyte rhizome hemicr,normal_rt,rhizome
Streptopus,Streptopus parviflorus,geophyte rhizome,normal_rt,rhizome
Streptopus,Streptopus simplex,hemicr,normal_rt,rhizome
Streptopus,Streptopus streptopoides,geophyte rhizome,normal_rt,rhizome
Tricyrtis,Tricyrtis affinis,hemicr,normal_rt,rhizome
Tricyrtis,Tricyrtis chinensis,hemicr,normal_rt,rhizome
Tricyrtis,Tricyrtis dilatata,hemicr,normal_rt,rhizome
Tricyrtis,Tricyrtis flava,hemicr,normal_rt,rhizome
Tricyrtis,Tricyrtis formosana,hemicr,normal_rt,rhizome
Tricyrtis,Tricyrtis hirta,hemicr,normal_rt,rhizome
Tricyrtis,Tricyrtis imeldae,hemicr,normal_rt,rhizome
Tricyrtis,Tricyrtis ishiiana,hemicr lithophyt,normal_rt,rhizome
Tricyrtis,Tricyrtis lasiocarpa,hemicr,normal_rt,rhizome
Tricyrtis,Tricyrtis latifolia,hemicr,normal_rt,rhizome
Tricyrtis,Tricyrtis macrantha,hemicr,normal_rt,rhizome
Tricyrtis,Tricyrtis macranthopsis,hemicr,normal_rt,rhizome
Tricyrtis,Tricyrtis macropoda,hemicr,normal_rt,rhizome
Tricyrtis,Tricyrtis macropoda,hemicr,normal_rt,rhizome
Tricyrtis,Tricyrtis macropoda,hemicr,normal_rt,rhizome
Tricyrtis,Tricyrtis maculata,hemicr,normal_rt,rhizome
Tricyrtis,Tricyrtis nana,hemicr,normal_rt,rhizome
Tricyrtis,Tricyrtis ohsumiensis,hemicr,normal_rt,rhizome
Tricyrtis,Tricyrtis perfoliata,lithophyt,normal_rt,rhizome
Tricyrtis,Tricyrtis puberula,hemicr,normal_rt,rhizome
Tricyrtis,Tricyrtis setouchiensis,hemicr,normal_rt,rhizome
Tricyrtis,Tricyrtis suzukii,hemicr lithophyt,normal_rt,rhizome
Tulipa,Tulipa agenensis,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa albanica,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa alberti,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa aleppensis,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa altaica,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa anisophylla,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa armena,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa auliekolica,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa banuensis,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa biflora,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa bifloriformis,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa boettgeri,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa borszczowii,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa botschantzevae,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa butkovii,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa carinata,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa cinnabarina,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa clusiana,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa cretica,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa cypria,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa dasystemon,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa dubia,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa faribae,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa ferganica,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa foliosa,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa fosteriana,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa gesneriana,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa greigii,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa harazensis,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa heteropetala,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa heterophylla,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa heweri,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa hissarica,geophyte bulb,normal_rt,bulb
