genus,species,habit,scheme_3_root,scheme_3_stem
Smilax,Smilax goyazana,nanophan,normal_rt,rhizome
Smilax,Smilax gracilior,cl.,normal_rt,rhizome
Smilax,Smilax griffithii,cl.,normal_rt,rhizome
Smilax,Smilax guianensis,cl.,normal_rt,rhizome
Smilax,Smilax guiyangensis,cl.,normal_rt,rhizome
Smilax,Smilax havanensis,hydrogeophyte tuber,normal_rt,rhizome
Smilax,Smilax hayatae,nanophan,normal_rt,rhizome
Smilax,Smilax hemsleyana,cl.,normal_rt,rhizome
Smilax,Smilax herbacea,cl. hemicr,normal_rt,rhizome
Smilax,Smilax hilariana,cl.,normal_rt,rhizome
Smilax,Smilax hirtellicaulis,NA,normal_rt,rhizome
Smilax,Smilax horridiramula,cl.,normal_rt,rhizome
Smilax,Smilax hugeri,hydrogeophyte tuber,normal_rt,rhizome
Smilax,Smilax hypoglauca,cl.,normal_rt,rhizome
Smilax,Smilax ilicifolia,cl.,normal_rt,rhizome
Smilax,Smilax illinoensis,cl. hemicr,normal_rt,rhizome
Smilax,Smilax indosinica,cl.,normal_rt,rhizome
Smilax,Smilax inversa,cl.,normal_rt,rhizome
Smilax,Smilax irrorata,cl. nanophan,normal_rt,rhizome
Smilax,Smilax jamesii,hydrogeophyte tuber,normal_rt,rhizome
Smilax,Smilax japicanga,cl.,normal_rt,rhizome
Smilax,Smilax javensis,cl.,normal_rt,rhizome
Smilax,Smilax kaniensis,cl.,normal_rt,rhizome
Smilax,Smilax keyensis,cl.,normal_rt,rhizome
Smilax,Smilax kingii,cl.,normal_rt,rhizome
Smilax,Smilax klotzschii,cl.,normal_rt,rhizome
Smilax,Smilax korthalsii,cl.,normal_rt,rhizome
Smilax,Smilax kwangsiensis,cl.,normal_rt,rhizome
Smilax,Smilax lanceifolia,cl.,normal_rt,rhizome
Smilax,Smilax lappacea,cl.,normal_rt,rhizome
Smilax,Smilax larvata,cl.,normal_rt,rhizome
Smilax,Smilax lasioneura,cl. hemicr,normal_rt,rhizome
Smilax,Smilax laurifolia,hydrogeophyte tuber,normal_rt,rhizome
Smilax,Smilax lebrunii,cl.,normal_rt,rhizome
Smilax,Smilax leucophylla,cl.,normal_rt,rhizome
Smilax,Smilax ligneoriparia,cl.,normal_rt,rhizome
Smilax,Smilax ligustrifolia,cl.,normal_rt,rhizome
Smilax,Smilax loheri,cl.,normal_rt,rhizome
Smilax,Smilax longiflora,cl.,normal_rt,rhizome
Smilax,Smilax longifolia,cl.,normal_rt,rhizome
Smilax,Smilax lucida,cl.,normal_rt,rhizome
Smilax,Smilax luei,cl.,normal_rt,rhizome
Smilax,Smilax lunglingensis,cl.,normal_rt,rhizome
Smilax,Smilax lushuiensis,cl.,normal_rt,rhizome
Smilax,Smilax lutescens,cl.,normal_rt,rhizome
Smilax,Smilax luzonensis,cl.,normal_rt,rhizome
Smilax,Smilax macrocarpa,cl.,normal_rt,rhizome
Smilax,Smilax magnifolia,cl.,normal_rt,rhizome
Smilax,Smilax mairei,nanophan,normal_rt,rhizome
Smilax,Smilax malipoensis,cl.,normal_rt,rhizome
Smilax,Smilax maritima,hydrogeophyte tuber,normal_rt,rhizome
Smilax,Smilax maypurensis,cl.,normal_rt,rhizome
Smilax,Smilax megacarpa,cl.,normal_rt,rhizome
Smilax,Smilax megalantha,cl.,normal_rt,rhizome
Smilax,Smilax melanocarpa,cl.,normal_rt,rhizome
Smilax,Smilax melastomifolia,cl.,normal_rt,rhizome
Smilax,Smilax menispermoidea,cl.,normal_rt,rhizome
Smilax,Smilax micrandra,cl.,normal_rt,rhizome
Smilax,Smilax micrantha,cl.,normal_rt,rhizome
Smilax,Smilax microchina,nanophan,normal_rt,rhizome
Smilax,Smilax microdontus,NA,normal_rt,rhizome
Smilax,Smilax microphylla,cl.,normal_rt,rhizome
Smilax,Smilax minarum,cl.,normal_rt,rhizome
Smilax,Smilax minutiflora,nanophan,normal_rt,rhizome
Smilax,Smilax modesta,cl.,normal_rt,rhizome
Smilax,Smilax mollis,cl.,normal_rt,rhizome
Smilax,Smilax moranensis,cl.,normal_rt,rhizome
Smilax,Smilax munita,nanophan,normal_rt,rhizome
Smilax,Smilax muscosa,cl.,normal_rt,rhizome
Smilax,Smilax myosotiflora,cl.,normal_rt,rhizome
Smilax,Smilax myrtillus,nanophan,normal_rt,rhizome
Smilax,Smilax nageliana,cl.,normal_rt,rhizome
Smilax,Smilax nana,cham nanophan,normal_rt,rhizome
Smilax,Smilax nantoensis,cl.,normal_rt,rhizome
Smilax,Smilax neocaledonica,cl.,normal_rt,rhizome
Smilax,Smilax neocyclophylla,nanophan,normal_rt,rhizome
Smilax,Smilax nervomarginata,nanophan,normal_rt,rhizome
Smilax,Smilax nigrescens,cl.,normal_rt,rhizome
Smilax,Smilax nipponica,ther,normal_rt,rhizome
Smilax,Smilax nova-guineensis,cl.,normal_rt,rhizome
Smilax,Smilax obliquata,cl.,normal_rt,rhizome
Smilax,Smilax oblongata,cl.,normal_rt,rhizome
Smilax,Smilax oblongifolia,nanophan,normal_rt,rhizome
Smilax,Smilax ocreata,cl.,normal_rt,rhizome
Smilax,Smilax odoratissima,cl.,normal_rt,rhizome
Smilax,Smilax officinalis,cl.,normal_rt,rhizome
Smilax,Smilax orbiculata,cl.,normal_rt,rhizome
Smilax,Smilax ornata,cl.,normal_rt,rhizome
Smilax,Smilax orthoptera,cl.,normal_rt,rhizome
Smilax,Smilax outanscianensis,cl.,normal_rt,rhizome
Smilax,Smilax ovalifolia,cl.,normal_rt,rhizome
Smilax,Smilax ovatolanceolata,cl.,normal_rt,rhizome
Smilax,Smilax pachysandroides,cham nanophan,normal_rt,rhizome
Smilax,Smilax paniculata,cl.,normal_rt,rhizome
Smilax,Smilax papuana,cl.,normal_rt,rhizome
Smilax,Smilax perfoliata,cl.,normal_rt,rhizome
Smilax,Smilax pertenuis,cl.,normal_rt,rhizome
Smilax,Smilax petelotii,cl.,normal_rt,rhizome
Smilax,Smilax pilcomayensis,cl. nanophan,normal_rt,rhizome
Smilax,Smilax pilosa,NA,normal_rt,rhizome
Smilax,Smilax pinfaensis,nanophan,normal_rt,rhizome
Smilax,Smilax plurifurcata,cl.,normal_rt,rhizome
Smilax,Smilax poilanei,cl.,normal_rt,rhizome
Smilax,Smilax polyacantha,cl.,normal_rt,rhizome
Smilax,Smilax polyandra,cl.,normal_rt,rhizome
Smilax,Smilax polyantha,cl.,normal_rt,rhizome
Smilax,Smilax polycolea,cl.,normal_rt,rhizome
Smilax,Smilax populnea,cl.,normal_rt,rhizome
Smilax,Smilax pottingeri,cl.,normal_rt,rhizome
Smilax,Smilax pseudochina,cl. hemicr,normal_rt,rhizome
Smilax,Smilax pulverulenta,cl. hemicr,normal_rt,rhizome
Smilax,Smilax pumila,hydrogeophyte tuber,normal_rt,rhizome
Smilax,Smilax purhampuy,cl.,normal_rt,rhizome
Smilax,Smilax purpurata,cl.,normal_rt,rhizome
Smilax,Smilax pygmaea,cl.,normal_rt,rhizome
Smilax,Smilax quadrata,cl.,normal_rt,rhizome
Smilax,Smilax quadrumbellata,cl.,normal_rt,rhizome
Smilax,Smilax quinquenervia,cl. nanophan,normal_rt,rhizome
Smilax,Smilax remotinervis,cl.,normal_rt,rhizome
Smilax,Smilax retroflexa,nanophan,normal_rt,rhizome
Smilax,Smilax riparia,cl.,normal_rt,rhizome
Smilax,Smilax rotundifolia,hydrogeophyte tuber,normal_rt,rhizome
Smilax,Smilax roxburghiana,cl.,normal_rt,rhizome
Smilax,Smilax rubromarginata,cl.,normal_rt,rhizome
Smilax,Smilax rufescens,cl. nanophan,normal_rt,rhizome
Smilax,Smilax ruiziana,cl.,normal_rt,rhizome
Smilax,Smilax salicifolia,cl.,normal_rt,rhizome
Smilax,Smilax sanguinea,cl.,normal_rt,rhizome
Smilax,Smilax santaremensis,cl.,normal_rt,rhizome
Smilax,Smilax saulensis,cl.,normal_rt,rhizome
Smilax,Smilax schomburgkiana,cl.,normal_rt,rhizome
Smilax,Smilax scobinicaulis,cl.,normal_rt,rhizome
Smilax,Smilax sebeana,cl.,normal_rt,rhizome
Smilax,Smilax seisuiensis,cl.,normal_rt,rhizome
Smilax,Smilax septemnervia,cl.,normal_rt,rhizome
Smilax,Smilax setiramula,cl.,normal_rt,rhizome
Smilax,Smilax setosa,cl.,normal_rt,rhizome
Smilax,Smilax sieboldii,cl.,normal_rt,rhizome
Smilax,Smilax silverstonei,NA,normal_rt,rhizome
Smilax,Smilax sinclairii,cl.,normal_rt,rhizome
Smilax,Smilax siphilitica,cl. nanophan,normal_rt,rhizome
Smilax,Smilax solanifolia,cl.,normal_rt,rhizome
Smilax,Smilax spicata,cl.,normal_rt,rhizome
Smilax,Smilax spinosa,cl. nanophan,normal_rt,rhizome
Smilax,Smilax spissa,cl.,normal_rt,rhizome
Smilax,Smilax spruceana,cl.,normal_rt,rhizome
Smilax,Smilax stans,nanophan,normal_rt,rhizome
Smilax,Smilax stenophylla,cl.,normal_rt,rhizome
Smilax,Smilax subinermis,cl.,normal_rt,rhizome
Smilax,Smilax subpubescens,cl.,normal_rt,rhizome
Smilax,Smilax subsessiliflora,cl.,normal_rt,rhizome
Smilax,Smilax sumatrensis,cl.,normal_rt,rhizome
Smilax,Smilax synandra,nanophan,normal_rt,rhizome
Smilax,Smilax talbotiana,cl.,normal_rt,rhizome
Smilax,Smilax tamnoides,tuber geophyte,normal_rt,rhizome
Smilax,Smilax tetraptera,cl.,normal_rt,rhizome
Smilax,Smilax timorensis,cl.,normal_rt,rhizome
Smilax,Smilax tomentosa,cl.,normal_rt,rhizome
Smilax,Smilax trachypoda,nanophan,normal_rt,rhizome
Smilax,Smilax trinervula,cham,normal_rt,rhizome
Smilax,Smilax tsinchengshanensis,nanophan,normal_rt,rhizome
Smilax,Smilax tuberculata,cl.,normal_rt,rhizome
Smilax,Smilax turbans,cl.,normal_rt,rhizome
Smilax,Smilax utilis,phan,normal_rt,rhizome
Smilax,Smilax vaginata,cham,normal_rt,rhizome
Smilax,Smilax vanchingshanensis,cl.,normal_rt,rhizome
Smilax,Smilax velutina,cl.,normal_rt,rhizome
Smilax,Smilax verrucosa,cl.,normal_rt,rhizome
Smilax,Smilax verticalis,cl. nanophan,normal_rt,rhizome
Smilax,Smilax vitiensis,cl.,normal_rt,rhizome
Smilax,Smilax wallichii,cl.,normal_rt,rhizome
Smilax,Smilax walteri,hydrogeophyte tuber,normal_rt,rhizome
Smilax,Smilax wightii,cl.,normal_rt,rhizome
Smilax,Smilax williamsii,cl.,normal_rt,rhizome
Smilax,Smilax yunnanensis,cl.,normal_rt,rhizome
Smilax,Smilax zeylanica,cl. nanophan,normal_rt,rhizome
Amana,Amana anhuiensis,geophyte bulb,normal_rt,bulb
Amana,Amana edulis,geophyte bulb,normal_rt,bulb
Amana,Amana erythronioides,geophyte bulb,normal_rt,bulb
Amana,Amana kuocangshanica,geophyte bulb,normal_rt,bulb
Amana,Amana wanzhensis,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus albus,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus amabilis,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus ambiguus,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus amoenus,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus apiculatus,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus argillosus,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus aureus,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus balsensis,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus barbatus,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus bruneaunis,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus catalinae,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus cernuus,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus ciscoensis,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus clavatus,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus coeruleus,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus concolor,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus coxii,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus dunnii,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus elegans,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus eurycarpus,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus excavatus,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus exilis,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus fimbriatus,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus flexuosus,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus foliosus,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus fuscus,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus ghiesbreghtii,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus greenei,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus gunnisonii,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus hartwegii,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus howellii,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus invenustus,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus kennedyi,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus leichtlinii,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus longibarbatus,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus luteus,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus lyallii,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus macrocarpus,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus marcellae,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus mendozae,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus minimus,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus monanthus,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus monophyllus,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus nigrescens,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus nitidus,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus nudus,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus nuttallii,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus obispoensis,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus palmeri,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus panamintensis,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus persistens,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus plummerae,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus pringlei,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus pulchellus,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus purpureus,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus raichei,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus rustvoldii,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus simulans,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus spatulatus,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus splendens,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus striatus,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus subalpinus,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus superbus,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus syntrophus,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus tiburonensis,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus tolmiei,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus umbellatus,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus umpquaensis,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus uniflorus,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus venustulus,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus venustus,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus vestae,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus weedii,geophyte bulb,normal_rt,bulb
Calochortus,Calochortus westonii,geophyte bulb,normal_rt,bulb
Cardiocrinum,Cardiocrinum cathayanum,geophyte bulb,normal_rt,bulb
Cardiocrinum,Cardiocrinum cordatum,geophyte bulb,normal_rt,bulb
Cardiocrinum,Cardiocrinum giganteum,geophyte bulb,normal_rt,bulb
Clintonia,Clintonia andrewsiana,hemicr,normal_rt,rhizome
Clintonia,Clintonia borealis,hemicr,normal_rt,rhizome
Clintonia,Clintonia udensis,hemicr,normal_rt,rhizome
Clintonia,Clintonia umbellulata,hemicr,normal_rt,rhizome
Clintonia,Clintonia uniflora,geophyte rhizome,normal_rt,rhizome
Erythronium,Erythronium albidum,geophyte bulb,normal_rt,bulb
Erythronium,Erythronium americanum,geophyte bulb,normal_rt,bulb
Erythronium,Erythronium californicum,geophyte bulb,normal_rt,bulb
Erythronium,Erythronium caucasicum,geophyte bulb,normal_rt,bulb
Erythronium,Erythronium citrinum,geophyte bulb,normal_rt,bulb
Erythronium,Erythronium dens-canis,geophyte bulb,normal_rt,bulb
Erythronium,Erythronium elegans,geophyte bulb,normal_rt,bulb
Erythronium,Erythronium grandiflorum,geophyte bulb,normal_rt,bulb
Erythronium,Erythronium helenae,geophyte bulb,normal_rt,bulb
Erythronium,Erythronium hendersonii,geophyte bulb,normal_rt,bulb
Erythronium,Erythronium howellii,geophyte bulb,normal_rt,bulb
Erythronium,Erythronium idahoense,geophyte bulb,normal_rt,bulb
Erythronium,Erythronium japonicum,geophyte bulb,normal_rt,bulb
Erythronium,Erythronium klamathense,geophyte bulb,normal_rt,bulb
Erythronium,Erythronium krylovii,geophyte bulb,normal_rt,bulb
Erythronium,Erythronium mesochoreum,geophyte bulb,normal_rt,bulb
Erythronium,Erythronium montanum,geophyte bulb,normal_rt,bulb
Erythronium,Erythronium multiscapideum,geophyte bulb,normal_rt,bulb
Erythronium,Erythronium oregonum,geophyte bulb,normal_rt,bulb
Erythronium,Erythronium pluriflorum,geophyte bulb,normal_rt,bulb
Erythronium,Erythronium propullans,geophyte bulb,normal_rt,bulb
Erythronium,Erythronium purpurascens,geophyte bulb,normal_rt,bulb
Erythronium,Erythronium pusaterii,geophyte bulb,normal_rt,bulb
Erythronium,Erythronium quinaultense,geophyte bulb,normal_rt,bulb
Erythronium,Erythronium revolutum,geophyte bulb,normal_rt,bulb
Erythronium,Erythronium rostratum,geophyte bulb,normal_rt,bulb
Erythronium,Erythronium sajanense,geophyte bulb,normal_rt,bulb
Erythronium,Erythronium shastense,geophyte bulb,normal_rt,bulb
Erythronium,Erythronium sibiricum,geophyte bulb,normal_rt,bulb
Erythronium,Erythronium sulevii,geophyte bulb,normal_rt,bulb
Erythronium,Erythronium taylorii,geophyte bulb,normal_rt,bulb
Erythronium,Erythronium tuolumnense,geophyte bulb,normal_rt,bulb
Erythronium,Erythronium umbilicatum,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria acmopetala,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria affinis,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria agrestis,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria alburyana,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria alfredae,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria amabilis,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria amana,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria anhuiensis,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria ariana,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria assyriaca,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria asumaniae,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria atrolineata,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria atropurpurea,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria aurea,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria avromanica,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria ayakoana,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria baskilensis,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria biflora,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria bithynica,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria brandegeei,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria bucharica,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria byfieldii,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria camschatcensis,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria carica,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria caucasica,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria chitralensis,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria chlorantha,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria chlororhabdota,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria cirrhosa,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria collina,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria conica,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria crassicaulis,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria crassifolia,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria dagana,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria dajinensis,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria davidii,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria davisii,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria delavayi,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria drenovskii,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria dzhabavae,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria eastwoodiae,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria eduardii,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria ehrhartii,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria elwesii,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria epirotica,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria euboeica,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria falcata,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria ferganensis,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria fleischeriana,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria forbesii,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria frankiorum,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria fusca,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria gentneri,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria gibbosa,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria glauca,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria graeca,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria grandiflora,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria gussichiae,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria hermonis,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria imperialis,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria involucrata,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria japonica,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria kaiensis,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria karelinii,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria kittaniae,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria koidzumiana,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria kotschyana,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria kurdica,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria lagodechiana,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria latakiensis,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria latifolia,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria legionensis,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria liliacea,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria lusitanica,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria macedonica,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria macrocarpa,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria maximowiczii,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria meleagris,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria meleagroides,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria messanensis,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria michailovskyi,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria micrantha,NA,NA,NA
Fritillaria,Fritillaria milasensis,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria minima,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria minuta,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria monantha,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria montana,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria mughlae,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria muraiana,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria mutabilis,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria obliqua,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria ojaiensis,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria olgae,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria olivieri,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria oranensis,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria orientalis,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria pallidiflora,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria persica,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria pinardii,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria pinetorum,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria pluriflora,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria pontica,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria przewalskii,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria pudica,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria purdyi,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria pyrenaica,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria raddeana,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria recurva,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria regelii,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria reuteri,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria rhodia,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria rhodocanakis,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria ruthenica,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria serpenticola,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria sewerzowii,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria shikokiana,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria sibthorpiana,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria sichuanica,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria sinica,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria skorpili,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria sonnikovae,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria sororum,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria stenanthera,geophyte bulb,normal_rt,bulb
Fritillaria,Fritillaria straussii,geophyte bulb,normal_rt,bulb
