,0,1,2
448,"['Bomarea', 'diffracta']", geophyte  rhizome,83
449,"['Bomarea', 'dispar']", geophyte  rhizome,83
450,"['Bomarea', 'dissitifolia']", tuber  geophyte,83
451,"['Bomarea', 'distichifolia']", geophyte  rhizome,83
452,"['Bomarea', 'dolichocarpa']", tuber  geophyte,83
453,"['Bomarea', 'dulcis']", geophyte  rhizome,83 85
454,"['Bomarea', 'edulis']", tuber  geophyte,79 80 81 82 83 84 85
455,"['Bomarea', 'endotrachys']", geophyte  rhizome  cl.,83
456,"['Bomarea', 'engleriana']", geophyte  rhizome,83
457,"['Bomarea', 'euryantha']", tuber  geophyte,83
458,"['Bomarea', 'euryphylla']", tuber  geophyte,83
459,"['Bomarea', 'evecta']", geophyte  rhizome,83
460,"['Bomarea', 'ferreyrae']", geophyte  rhizome,83
461,"['Bomarea', 'foertheriana']", tuber  geophyte  cl.,83
462,"['Bomarea', 'formosissima']", geophyte  rhizome,83
463,"['Bomarea', 'glaucescens']", tuber  geophyte,83
464,"['Bomarea', 'goniocaulon']", tuber  geophyte,83
465,"['Bomarea', 'graminifolia']", tuber  geophyte,83
466,"['Bomarea', 'hartwegii']", geophyte  rhizome,83
467,"['Bomarea', 'herbertiana']", geophyte  rhizome,83
468,"['Bomarea', 'herrerae']", geophyte  rhizome,83
469,"['Bomarea', 'hieronymi']", geophyte  rhizome,83
470,"['Bomarea', 'hirsuta']", tuber  geophyte,80 83
471,"['Bomarea', 'huanuco']", tuber  geophyte  cl.,83
472,"['Bomarea', 'inaequalis']", geophyte  rhizome,83
473,"['Bomarea', 'involucrosa']", tuber  geophyte,83
474,"['Bomarea', 'kraenzlinii']", geophyte  rhizome,83
475,"['Bomarea', 'lancifolia']", tuber  geophyte,83
476,"['Bomarea', 'latifolia']",,83
477,"['Bomarea', 'libertadensis']", tuber  geophyte  cl.,83
478,"['Bomarea', 'linifolia']", geophyte  rhizome,83
479,"['Bomarea', 'longipes']", tuber  geophyte,83
480,"['Bomarea', 'longistyla']", geophyte  rhizome,83
481,"['Bomarea', 'lopezii']", tuber  geophyte  cl.,82
482,"['Bomarea', 'lutea']", tuber  geophyte,83
483,"['Bomarea', 'macrocephala']", tuber  geophyte,83 85
484,"['Bomarea', 'macusanii']", tuber  geophyte  cl.,83
485,"['Bomarea', 'moritziana']", tuber  geophyte,82 83
486,"['Bomarea', 'multiflora']", tuber  geophyte,83
487,"['Bomarea', 'multipes']", tuber  geophyte,83
488,"['Bomarea', 'nematocaulon']", geophyte  rhizome,83
489,"['Bomarea', 'nervosa']", geophyte  rhizome,83
490,"['Bomarea', 'nubigena']", geophyte  rhizome,83
491,"['Bomarea', 'obovata']", tuber  geophyte,80 83
492,"['Bomarea', 'ovallei']", geophyte  rhizome,85
493,"['Bomarea', 'ovata']", tuber  geophyte,83 85
494,"['Bomarea', 'oxytepala']", tuber  geophyte,83
495,"['Bomarea', 'pardina']", geophyte  rhizome,83
496,"['Bomarea', 'parvifolia']", geophyte  rhizome,83
497,"['Bomarea', 'patacocensis']", tuber  geophyte,83
498,"['Bomarea', 'patinii']", tuber  geophyte,83
499,"['Bomarea', 'pauciflora']", tuber  geophyte  cl.,82 83
500,"['Bomarea', 'perglabra']", tuber  geophyte,83
501,"['Bomarea', 'peruviana']", geophyte  rhizome,83
502,"['Bomarea', 'porrecta']", geophyte  rhizome,83
503,"['Bomarea', 'pseudopurpurea']", tuber  geophyte  cl.,83
504,"['Bomarea', 'pudibunda']", geophyte  rhizome,83
505,"['Bomarea', 'pumila']", geophyte  rhizome,83
506,"['Bomarea', 'puracensis']", tuber  geophyte  cl.,83
507,"['Bomarea', 'purpurea']", tuber  geophyte  cl.,82 83
508,"['Bomarea', 'rinconii']",,80
509,"['Bomarea', 'rosea']", geophyte  rhizome,83
510,"['Bomarea', 'salicifolia']", geophyte  rhizome,82
511,"['Bomarea', 'salsilla']", geophyte  rhizome,85
512,"['Bomarea', 'secundifolia']", geophyte  rhizome  epiphyt,83
513,"['Bomarea', 'setacea']", tuber  geophyte,83
514,"['Bomarea', 'shuttleworthii']", geophyte  rhizome,83
515,"['Bomarea', 'speciosa']", geophyte  rhizome,83
516,"['Bomarea', 'spissiflora']", tuber  geophyte,83
517,"['Bomarea', 'stans']", geophyte  rhizome,83 85
518,"['Bomarea', 'suberecta']", geophyte  rhizome,80
519,"['Bomarea', 'superba']", geophyte  rhizome,83
520,"['Bomarea', 'tarmensis']", geophyte  rhizome,83
521,"['Bomarea', 'torta']", geophyte  rhizome,83
522,"['Bomarea', 'tribrachiata']", tuber  geophyte,83
523,"['Bomarea', 'trichophylla']", geophyte  rhizome,83
524,"['Bomarea', 'trimorphophylla']", tuber  geophyte,83
525,"['Bomarea', 'truxillensis']", geophyte  rhizome  cl.,82
526,"['Bomarea', 'uncifolia']", geophyte  rhizome,83
527,"['Bomarea', 'vargasii']", tuber  geophyte,83
528,"['Bomarea', 'velascoana']", tuber  geophyte,83
529,"['Bomarea', 'vitellina']", geophyte  rhizome,83
530,"['Bomarea', 'weigendii']", tuber  geophyte  cl.,83
531,"['Drymophila', 'cyanocarpa']", geophyte  rhizome,50
532,"['Drymophila', 'moorei']", geophyte  rhizome,50
533,"['Luzuriaga', 'marginata']", cham,85 90
534,"['Luzuriaga', 'parviflora']", hemicr,51
535,"['Luzuriaga', 'polyphylla']", hemicr,85
536,"['Luzuriaga', 'radicans']", hemicr,85
537,"['Amianthium', 'muscitoxicum']", hemicr,74 75 78
538,"['Anticlea', 'elegans']", geophyte  bulb,70 71 72 73 74 75 76 77 78 79
539,"['Anticlea', 'frigida']", geophyte  bulb,79
540,"['Anticlea', 'hintoniorum']", geophyte  bulb,79
541,"['Anticlea', 'mogollonensis']", geophyte  bulb,77
542,"['Anticlea', 'neglecta']", geophyte  bulb,79
543,"['Anticlea', 'occidentalis']", geophyte  bulb,71 73 76
544,"['Anticlea', 'sachalinensis']", geophyte  bulb,31
545,"['Anticlea', 'sibirica']", geophyte  bulb,14 30 31 36 37 38
546,"['Anticlea', 'virescens']", geophyte  bulb,73 76 77 79
547,"['Anticlea', 'volcanica']", geophyte  bulb,79 80
548,"['Chamaelirium', 'luteum']", geophyte  rhizome  hemicr,72 74 75 78
549,"['Chionographis', 'actinomorpha']", hemicr,41
550,"['Chionographis', 'chinensis']", hemicr,36
551,"['Chionographis', 'cordifolia']", hemicr,38
552,"['Chionographis', 'hisauchiana']", hemicr,38
553,"['Chionographis', 'japonica']", hemicr,38
554,"['Chionographis', 'koidzumiana']", hemicr,38
555,"['Chionographis', 'nanlingensis']", hemicr,36
556,"['Chionographis', 'shiwandashanensis']", hemicr,36
557,"['Helonias', 'bullata']", hemicr,75 78
558,"['Heloniopsis', 'breviscapa']", geophyte  rhizome,38
559,"['Heloniopsis', 'kawanoi']", geophyte  rhizome  hemicr,38
560,"['Heloniopsis', 'koreana']", geophyte  rhizome  hemicr,38
561,"['Heloniopsis', 'leucantha']", geophyte  rhizome  hemicr,38
562,"['Heloniopsis', 'orientalis']", geophyte  rhizome,31 38
563,"['Heloniopsis', 'tubiflora']", geophyte  rhizome  hemicr,38
564,"['Heloniopsis', 'umbellata']", geophyte  rhizome  hemicr,38
565,"['Paris', 'axialis']", geophyte  rhizome,36
566,"['Paris', 'bashanensis']", geophyte  rhizome,36
567,"['Paris', 'caobangensis']", hemicr,41
568,"['Paris', 'cronquistii']", geophyte  rhizome,36 41
569,"['Paris', 'daliensis']", geophyte  rhizome,36
570,"['Paris', 'delavayi']", geophyte  rhizome,36 41
571,"['Paris', 'dulongensis']", geophyte  rhizome,36
572,"['Paris', 'dunniana']", geophyte  rhizome,36 41
573,"['Paris', 'fargesii']", geophyte  rhizome,36 40 41
574,"['Paris', 'forrestii']", geophyte  rhizome,36 41
575,"['Paris', 'guizhouensis']", geophyte  rhizome,36
576,"['Paris', 'incompleta']", geophyte  rhizome,33 34
577,"['Paris', 'japonica']", geophyte  rhizome,38
578,"['Paris', 'luquanensis']", geophyte  rhizome,36
579,"['Paris', 'mairei']", geophyte  rhizome,36
580,"['Paris', 'marmorata']", geophyte  rhizome,36 40
581,"['Paris', 'polyandra']", geophyte  rhizome,36
582,"['Paris', 'polyphylla']", geophyte  rhizome,36 38 40 41
583,"['Paris', 'quadrifolia']", geophyte  rhizome,10 11 12 13 14 30 32 33 34 36 37
584,"['Paris', 'rugosa']", geophyte  rhizome,36
585,"['Paris', 'stigmatosa']", geophyte  rhizome,36
586,"['Paris', 'tetraphylla']", geophyte  rhizome,38
587,"['Paris', 'thibetica']", geophyte  rhizome,36 40 41
588,"['Paris', 'undulata']", geophyte  rhizome,36
589,"['Paris', 'vaniotii']", geophyte  rhizome,36 41
590,"['Paris', 'verticillata']", geophyte  rhizome,30 31 36 37 38
591,"['Paris', 'vietnamensis']", geophyte  rhizome,36 41
592,"['Pseudotrillium', 'rivale']", geophyte  rhizome,73 76
593,"['Schoenocaulon', 'calcicola']", geophyte  bulb,79
594,"['Schoenocaulon', 'caricifolium']", geophyte  bulb,79
595,"['Schoenocaulon', 'comatum']", geophyte  bulb,79
596,"['Schoenocaulon', 'conzattii']", geophyte  bulb,79
597,"['Schoenocaulon', 'dubium']", geophyte  bulb,78
598,"['Schoenocaulon', 'frameae']", geophyte  bulb,79
599,"['Schoenocaulon', 'ghiesbreghtii']", geophyte  bulb,77 79
600,"['Schoenocaulon', 'ignigenum']", geophyte  bulb,79
601,"['Schoenocaulon', 'intermedium']", geophyte  bulb,79
602,"['Schoenocaulon', 'jaliscense']", geophyte  bulb,79
603,"['Schoenocaulon', 'macrocarpum']", geophyte  bulb,79
604,"['Schoenocaulon', 'madidorum']", geophyte  bulb,79
605,"['Schoenocaulon', 'megarrhizum']", geophyte  bulb,79
606,"['Schoenocaulon', 'mortonii']", geophyte  bulb,79
607,"['Schoenocaulon', 'oaxacense']", geophyte  bulb,79
608,"['Schoenocaulon', 'obtusum']", geophyte  bulb,79
609,"['Schoenocaulon', 'officinale']", geophyte  bulb,79 80 82
610,"['Schoenocaulon', 'pellucidum']", geophyte  bulb,79
611,"['Schoenocaulon', 'plumosum']", geophyte  bulb,79
612,"['Schoenocaulon', 'pringlei']", geophyte  bulb,79
613,"['Schoenocaulon', 'rzedowskii']", geophyte  bulb,79
614,"['Schoenocaulon', 'tenorioi']", geophyte  bulb,79
615,"['Schoenocaulon', 'tenue']", geophyte  bulb,79
616,"['Schoenocaulon', 'tenuifolium']", geophyte  bulb,79
617,"['Schoenocaulon', 'texanum']", geophyte  bulb,77 79
618,"['Schoenocaulon', 'tigrense']", geophyte  bulb,79
619,"['Stenanthium', 'densum']", geophyte  bulb,75 77 78
620,"['Stenanthium', 'diffusum']", geophyte  bulb,78
621,"['Stenanthium', 'gramineum']", geophyte  bulb,74 75 77 78
622,"['Toxicoscordion', 'brevibracteatum']", geophyte  bulb,76 79
623,"['Toxicoscordion', 'exaltatum']", geophyte  bulb,76
624,"['Toxicoscordion', 'fontanum']", geophyte  bulb,76
625,"['Toxicoscordion', 'fremontii']", geophyte  bulb,73 76 79
626,"['Toxicoscordion', 'micranthum']", geophyte  bulb,73 76
627,"['Toxicoscordion', 'nuttallii']", geophyte  bulb,74 77 78
628,"['Toxicoscordion', 'paniculatum']", geophyte  bulb,73 76 77 79
629,"['Toxicoscordion', 'venenosum']", geophyte  bulb,71 73 74 76 77 79
630,"['Trillium', 'albidum']", geophyte  rhizome,73 76
631,"['Trillium', 'angustipetalum']", geophyte  rhizome,76
632,"['Trillium', 'apetalon']", geophyte  rhizome,31 38
633,"['Trillium', 'camschatcense']", geophyte  rhizome,31 36 38
634,"['Trillium', 'catesbaei']", geophyte  rhizome,78
635,"['Trillium', 'cernuum']", geophyte  rhizome,71 72 74 75 78
636,"['Trillium', 'channellii']", geophyte  rhizome,38
637,"['Trillium', 'chloropetalum']", geophyte  rhizome,76
638,"['Trillium', 'cuneatum']", geophyte  rhizome,74 78
639,"['Trillium', 'decipiens']", geophyte  rhizome,78
640,"['Trillium', 'decumbens']", geophyte  rhizome,78
641,"['Trillium', 'discolor']", geophyte  rhizome,78
642,"['Trillium', 'erectum']", geophyte  rhizome,72 74 75 78
643,"['Trillium', 'flexipes']", geophyte  rhizome,72 74 75 78
644,"['Trillium', 'foetidissimum']", geophyte  rhizome,78
645,"['Trillium', 'govanianum']", geophyte  rhizome,34 36 40
646,"['Trillium', 'gracile']", geophyte  rhizome,77 78
647,"['Trillium', 'grandiflorum']", geophyte  rhizome,72 74 75 78
648,"['Trillium', 'kurabayashii']", geophyte  rhizome,73 76
649,"['Trillium', 'lancifolium']", geophyte  rhizome,78
650,"['Trillium', 'ludovicianum']", geophyte  rhizome,78
651,"['Trillium', 'luteum']", geophyte  rhizome,78
652,"['Trillium', 'maculatum']", geophyte  rhizome,78
653,"['Trillium', 'nivale']", geophyte  rhizome,74 75 78
654,"['Trillium', 'oostingii']", geophyte  rhizome,78
655,"['Trillium', 'ovatum']", geophyte  rhizome,71 73 76
656,"['Trillium', 'ovatum']", geophyte  rhizome,71
657,"['Trillium', 'persistens']", geophyte  rhizome,78
658,"['Trillium', 'petiolatum']", geophyte  rhizome,73
659,"['Trillium', 'pusillum']", geophyte  rhizome,74 75 77 78
660,"['Trillium', 'recurvatum']", geophyte  rhizome,74 75 77 78
661,"['Trillium', 'reliquum']", geophyte  rhizome,78
662,"['Trillium', 'rugelii']", geophyte  rhizome,78
663,"['Trillium', 'sessile']", geophyte  rhizome,74 75 78
664,"['Trillium', 'simile']", geophyte  rhizome,78
665,"['Trillium', 'smallii']", geophyte  rhizome,31 38
666,"['Trillium', 'stamineum']", geophyte  rhizome,78
667,"['Trillium', 'sulcatum']", geophyte  rhizome,75 78
668,"['Trillium', 'taiwanense']", geophyte  rhizome,38
669,"['Trillium', 'tschonoskii']", geophyte  rhizome,31 36 38 40 41
670,"['Trillium', 'underwoodii']", geophyte  rhizome,78
671,"['Trillium', 'undulatum']", geophyte  rhizome,72 75 78
672,"['Trillium', 'vaseyi']", geophyte  rhizome,78
673,"['Trillium', 'viride']", geophyte  rhizome,74
674,"['Trillium', 'viridescens']", geophyte  rhizome,74 77 78
675,"['Veratrum', 'albiflorum']", geophyte  rhizome  hemicr,31
676,"['Veratrum', 'album']", geophyte  rhizome,10 11 12 13 14 30 33 34
677,"['Veratrum', 'anticleoides']", hemicr,31
678,"['Veratrum', 'californicum']", geophyte  rhizome  hemicr,73 76 77 79
679,"['Veratrum', 'dahuricum']", geophyte  rhizome  hemicr,30 31 36 38
680,"['Veratrum', 'dolichopetalum']", geophyte  rhizome  hemicr,31 36 38
681,"['Veratrum', 'fimbriatum']", geophyte  rhizome  hemicr,76
682,"['Veratrum', 'formosanum']", geophyte  rhizome  hemicr,38
683,"['Veratrum', 'grandiflorum']", geophyte  rhizome  hemicr,36
684,"['Veratrum', 'hybridum']", geophyte  rhizome  hemicr,75 78
685,"['Veratrum', 'insolitum']", geophyte  rhizome  hemicr,73 76
686,"['Veratrum', 'lobelianum']", geophyte  rhizome  hemicr,11 13 14 30 31 32 33 36 37
687,"['Veratrum', 'longebracteatum']", geophyte  rhizome  hemicr,38
688,"['Veratrum', 'maackii']", geophyte  rhizome  hemicr,31 36 38
689,"['Veratrum', 'maximum']", hemicr,38
690,"['Veratrum', 'mengtzeanum']", geophyte  rhizome  hemicr,36 41
691,"['Veratrum', 'micranthum']", geophyte  rhizome  hemicr,36
692,"['Veratrum', 'nigrum']", geophyte  rhizome,11 12 13 14 30 31 32 36 37 38
693,"['Veratrum', 'oblongum']", geophyte  rhizome  hemicr,36
694,"['Veratrum', 'oxysepalum']", geophyte  rhizome  hemicr,30 31 36 38 70
695,"['Veratrum', 'parviflorum']", geophyte  rhizome  hemicr,75 78
696,"['Veratrum', 'schindleri']", geophyte  rhizome  hemicr,36
697,"['Veratrum', 'shanense']", geophyte  rhizome  hemicr,36 41
698,"['Veratrum', 'stamineum']", geophyte  rhizome  hemicr,38
699,"['Veratrum', 'taliense']", geophyte  rhizome  hemicr,36
700,"['Veratrum', 'versicolor']", geophyte  rhizome  hemicr,36 38
701,"['Veratrum', 'virginicum']", geophyte  rhizome  hemicr,74 75 77 78
702,"['Veratrum', 'viride']", geophyte  rhizome  hemicr,70 71 72 73 75 76 78
703,"['Veratrum', 'woodii']", geophyte  rhizome  hemicr,74 75 78
704,"['Xerophyllum', 'asphodeloides']", hemicr,75 78
705,"['Xerophyllum', 'tenax']", hemicr,71 73 76
706,"['Ypsilandra', 'alpina']", geophyte  rhizome,36 41
707,"['Ypsilandra', 'cavaleriei']", geophyte  rhizome,36
708,"['Ypsilandra', 'jinpingensis']", geophyte  rhizome,36 41
709,"['Ypsilandra', 'kansuensis']", geophyte  rhizome,36
710,"['Ypsilandra', 'thibetica']", geophyte  rhizome,36 38
711,"['Ypsilandra', 'yunnanensis']", geophyte  rhizome,36 40 41
712,"['Zigadenus', 'glaberrimus']", geophyte  rhizome,78
713,"['Smilax', 'aberrans']", nanophan,36 41
714,"['Smilax', 'aculeatissima']", cl.,50
715,"['Smilax', 'amamiana']",,38
716,"['Smilax', 'amblyobasis']", cl.,43
717,"['Smilax', 'ampla']", cl.,43
718,"['Smilax', 'anceps']", cl.,22 23 24 25 26 27 29
719,"['Smilax', 'anguina']", cl.,43
720,"['Smilax', 'annulata']", cl.,43
721,"['Smilax', 'aquifolium']", cl.,81
722,"['Smilax', 'arisanensis']", cl.,36 38 41
723,"['Smilax', 'aristolochiifolia']", cl.,79 80
724,"['Smilax', 'aspera']", cl.,12 13 20 21 23 24 25 26 34 36 40 41
725,"['Smilax', 'aspericaulis']", cl.,36 38 40 41 42
726,"['Smilax', 'assumptionis']", cl.  nanophan,83 85
727,"['Smilax', 'astrosperma']", cl.,36
728,"['Smilax', 'auriculata']", geophyte  bulb  hel.,78 81
729,"['Smilax', 'australis']", cl.,50
730,"['Smilax', 'austrozhejiangensis']", nanophan,36
731,"['Smilax', 'azorica']", cl.,21
732,"['Smilax', 'bapouensis']", nanophan,36
733,"['Smilax', 'basilata']", cl.,36
734,"['Smilax', 'bauhinioides']", cl.,36 41
735,"['Smilax', 'bella']", cl.,83
736,"['Smilax', 'biflora']", geophyte  rhizome,38
737,"['Smilax', 'biltmoreana']", cl.  hemicr,78
738,"['Smilax', 'binchuanensis']", cl.,36
739,"['Smilax', 'biumbellata']", cl.,36 40 41
740,"['Smilax', 'blumei']", cl.,41 42 43 50
741,"['Smilax', 'bockii']", cl.,36 38 40 41
742,"['Smilax', 'bona-nox']", geophyte  bulb  hel.,74 75 77 78 79 81
743,"['Smilax', 'borneensis']", cl.,42
744,"['Smilax', 'bracteata']", cl.,36 38 41 42 62
745,"['Smilax', 'brasiliensis']", nanophan,84
746,"['Smilax', 'californica']", hydrogeophyte  tuber,73 76
747,"['Smilax', 'calophylla']", cl.,41 42 50
748,"['Smilax', 'cambodiana']", cl.,41
749,"['Smilax', 'campestris']", cl.,83 84 85
750,"['Smilax', 'canariensis']", cl.,21
751,"['Smilax', 'canellifolia']", cl.,81
752,"['Smilax', 'celebica']", cl.,42
753,"['Smilax', 'chapaensis']", cl.,36 41
754,"['Smilax', 'china']", cl.,36 38 40 41 42
755,"['Smilax', 'chinensis']", cl.,36
756,"['Smilax', 'chingii']", cl.,36
757,"['Smilax', 'cinnamomea']", cl.,82
758,"['Smilax', 'cissoides']", cl.,84
759,"['Smilax', 'cocculoides']", nanophan,36
760,"['Smilax', 'cognata']", cl.,83 84 85
761,"['Smilax', 'compta']", cl.,80
762,"['Smilax', 'corbularia']", cl.,36 41 42
763,"['Smilax', 'cordato-ovata']", cl.,82
764,"['Smilax', 'cordifolia']", cl.,79 81
765,"['Smilax', 'coriacea']", cl.,81
766,"['Smilax', 'cristalensis']", cl.,81
767,"['Smilax', 'cuprea']", cl.,81
768,"['Smilax', 'cuspidata']", cl.,82
769,"['Smilax', 'darrisii']", nanophan,36
770,"['Smilax', 'davidiana']", cl.  nanophan,36 40 41
771,"['Smilax', 'densibarbata']", cl.,36
772,"['Smilax', 'discotis']", nanophan,36
773,"['Smilax', 'domingensis']", cl.,79 80 81 82 83 84
774,"['Smilax', 'ecirrhata']", cl.  hemicr,72 74 75 78
775,"['Smilax', 'elastica']", cl.  nanophan,83 84
776,"['Smilax', 'elegans']", cl.,36 40 41
777,"['Smilax', 'elegantissima']", cl.,36 41
778,"['Smilax', 'elmeri']", cl.,42
779,"['Smilax', 'elongatoumbellata']", nanophan,38
780,"['Smilax', 'emeiensis']", nanophan,36
781,"['Smilax', 'erecta']", nanophan,42
782,"['Smilax', 'excelsa']", cl.,13 33 34
783,"['Smilax', 'extensa']", cl.,41 42
784,"['Smilax', 'ferox']", cl.  nanophan,36 40 41
785,"['Smilax', 'flavicaulis']", cl.,83
786,"['Smilax', 'fluminensis']", cl.,80 82 83 84 85
787,"['Smilax', 'fooningensis']", cl.,36
788,"['Smilax', 'fortunensis']",,80
789,"['Smilax', 'fui']",,38
790,"['Smilax', 'gagnepainii']", cl.,36 41
791,"['Smilax', 'gaudichaudiana']", cl.,36 38 41
792,"['Smilax', 'gigantea']", cl.,42
793,"['Smilax', 'gigantocarpa']", cl.,42
794,"['Smilax', 'glabra']", tuber  geophyte  cl.,36 38 40 41
795,"['Smilax', 'glauca']", geophyte  bulb  hel.,74 75 77 78 79
796,"['Smilax', 'glaucochina']", cl.,36 38
797,"['Smilax', 'glyciphylla']", cl.,50
798,"['Smilax', 'goyazana']", nanophan,83 84 85
799,"['Smilax', 'gracilior']", cl.,81
800,"['Smilax', 'griffithii']", cl.,36 40 41
801,"['Smilax', 'guianensis']", cl.,81 82
802,"['Smilax', 'guiyangensis']", cl.,36
803,"['Smilax', 'havanensis']", hydrogeophyte  tuber,78 81
804,"['Smilax', 'hayatae']", nanophan,36 38
805,"['Smilax', 'hemsleyana']", cl.,36 40 41
806,"['Smilax', 'herbacea']", cl.  hemicr,72 75 78
807,"['Smilax', 'hilariana']", cl.,84
808,"['Smilax', 'hirtellicaulis']",,36
809,"['Smilax', 'horridiramula']", cl.,38
810,"['Smilax', 'hugeri']", hydrogeophyte  tuber,78
811,"['Smilax', 'hypoglauca']", cl.,36 42
812,"['Smilax', 'ilicifolia']", cl.,81
813,"['Smilax', 'illinoensis']", cl.  hemicr,72 74 75
814,"['Smilax', 'indosinica']", cl.,41
815,"['Smilax', 'inversa']", cl.,41 42
816,"['Smilax', 'irrorata']", cl.  nanophan,82 83 84
817,"['Smilax', 'jamesii']", hydrogeophyte  tuber,76
818,"['Smilax', 'japicanga']", cl.,84
819,"['Smilax', 'javensis']", cl.,42
820,"['Smilax', 'kaniensis']", cl.,43 50
821,"['Smilax', 'keyensis']", cl.,42
822,"['Smilax', 'kingii']", cl.,40 42
823,"['Smilax', 'klotzschii']", cl.,42
824,"['Smilax', 'korthalsii']", cl.,42
825,"['Smilax', 'kwangsiensis']", cl.,36
826,"['Smilax', 'lanceifolia']", cl.,36 38 40 41 42
827,"['Smilax', 'lappacea']", cl.,82 83 84
828,"['Smilax', 'larvata']", cl.,84
829,"['Smilax', 'lasioneura']", cl.  hemicr,71 72 73 74 75 77 78
830,"['Smilax', 'laurifolia']", hydrogeophyte  tuber,74 77 78 81
831,"['Smilax', 'lebrunii']", cl.,36 41
832,"['Smilax', 'leucophylla']", cl.,41 42 43 50
833,"['Smilax', 'ligneoriparia']", cl.,36
834,"['Smilax', 'ligustrifolia']", cl.,60
835,"['Smilax', 'loheri']", cl.,42
836,"['Smilax', 'longiflora']", cl.,36
837,"['Smilax', 'longifolia']", cl.,81 82 83 84
838,"['Smilax', 'lucida']", cl.,42
839,"['Smilax', 'luei']", cl.,38
840,"['Smilax', 'lunglingensis']", cl.,36
841,"['Smilax', 'lushuiensis']", cl.,36
842,"['Smilax', 'lutescens']", cl.,84
843,"['Smilax', 'luzonensis']", cl.,40 41 42
844,"['Smilax', 'macrocarpa']", cl.,42
845,"['Smilax', 'magnifolia']", cl.,83
846,"['Smilax', 'mairei']", nanophan,36
847,"['Smilax', 'malipoensis']", cl.,36
848,"['Smilax', 'maritima']", hydrogeophyte  tuber,74 77 78
849,"['Smilax', 'maypurensis']", cl.,82 83 84
850,"['Smilax', 'megacarpa']", cl.,36 40 41 42
851,"['Smilax', 'megalantha']", cl.,36 41
852,"['Smilax', 'melanocarpa']", cl.,43
853,"['Smilax', 'melastomifolia']", cl.,63
854,"['Smilax', 'menispermoidea']", cl.,36 40 41
855,"['Smilax', 'micrandra']", cl.,36
856,"['Smilax', 'micrantha']", cl.,42
857,"['Smilax', 'microchina']", nanophan,41
858,"['Smilax', 'microdontus']",,36
859,"['Smilax', 'microphylla']", cl.,36
860,"['Smilax', 'minarum']", cl.,84
861,"['Smilax', 'minutiflora']", nanophan,40
862,"['Smilax', 'modesta']", cl.,42
863,"['Smilax', 'mollis']", cl.,79 80 81 82 83
864,"['Smilax', 'moranensis']", cl.,79 80
865,"['Smilax', 'munita']", nanophan,36 40 41
866,"['Smilax', 'muscosa']", cl.,84
867,"['Smilax', 'myosotiflora']", cl.,41 42
868,"['Smilax', 'myrtillus']", nanophan,36 40 41
869,"['Smilax', 'nageliana']", cl.,42
870,"['Smilax', 'nana']", cham  nanophan,36
871,"['Smilax', 'nantoensis']", cl.,38
872,"['Smilax', 'neocaledonica']", cl.,60
873,"['Smilax', 'neocyclophylla']", nanophan,36
874,"['Smilax', 'nervomarginata']", nanophan,36 38
875,"['Smilax', 'nigrescens']", cl.,36
876,"['Smilax', 'nipponica']", ther,36 38
877,"['Smilax', 'nova-guineensis']", cl.,43
878,"['Smilax', 'obliquata']", cl.,83
879,"['Smilax', 'oblongata']", cl.,81 82
880,"['Smilax', 'oblongifolia']", nanophan,84
881,"['Smilax', 'ocreata']", cl.,36 40 41
882,"['Smilax', 'odoratissima']", cl.,40 41 42
883,"['Smilax', 'officinalis']", cl.,80 83
884,"['Smilax', 'orbiculata']", cl.,60
885,"['Smilax', 'ornata']", cl.,79 80
886,"['Smilax', 'orthoptera']", cl.,40 41
887,"['Smilax', 'outanscianensis']", cl.,36
888,"['Smilax', 'ovalifolia']", cl.,36 40 41
889,"['Smilax', 'ovatolanceolata']", cl.,42
890,"['Smilax', 'pachysandroides']", cham  nanophan,36
891,"['Smilax', 'paniculata']", cl.,41
892,"['Smilax', 'papuana']", cl.,43
893,"['Smilax', 'perfoliata']", cl.,36 38 40 41
894,"['Smilax', 'pertenuis']", cl.,41
895,"['Smilax', 'petelotii']", cl.,36 41
896,"['Smilax', 'pilcomayensis']", cl.  nanophan,83 84 85
897,"['Smilax', 'pilosa']",,84
898,"['Smilax', 'pinfaensis']", nanophan,36
899,"['Smilax', 'plurifurcata']", cl.,60
900,"['Smilax', 'poilanei']", cl.,41
901,"['Smilax', 'polyacantha']", cl.,40 41 42
902,"['Smilax', 'polyandra']", cl.,36 40 41
903,"['Smilax', 'polyantha']", cl.,83 84 85
904,"['Smilax', 'polycolea']", cl.,36
905,"['Smilax', 'populnea']", cl.,81
906,"['Smilax', 'pottingeri']", cl.,36 40 41
907,"['Smilax', 'pseudochina']", cl.  hemicr,40 75 78
908,"['Smilax', 'pulverulenta']", cl.  hemicr,74 75 78
909,"['Smilax', 'pumila']", hydrogeophyte  tuber,77 78
910,"['Smilax', 'purhampuy']", cl.,80 82 83 84
911,"['Smilax', 'purpurata']", cl.,60
912,"['Smilax', 'pygmaea']", cl.,38 42
913,"['Smilax', 'quadrata']", cl.,36 40 41
914,"['Smilax', 'quadrumbellata']", cl.,40
915,"['Smilax', 'quinquenervia']", cl.  nanophan,82 83 84
916,"['Smilax', 'remotinervis']", cl.,84
917,"['Smilax', 'retroflexa']", nanophan,36 41
918,"['Smilax', 'riparia']", cl.,31 36 38 41 42
